topology,seed,noise,tick,size,gol,mean_self,max_self,p95_self,std_self,mean_phi,max_phi,mean_R,mean_T,mean_E,mean_err,morans_i,entropy,phi_entropy,clusters_05,clusters_07
von_neumann,8,0.12,500,24,False,0.195818,0.926283,0.64514,0.32792,0.235627,0.689923,0.147559,0.658091,0.657673,0.0983,0.022989,3.6931,3.4976,66,15
von_neumann,8,0.12,1000,24,False,0.165894,0.886039,0.685118,0.345469,0.231069,0.646992,0.086324,0.657762,0.674584,0.096598,0.002856,3.7907,3.5675,69,21
von_neumann,9,0.12,500,24,False,0.216761,0.953088,0.729265,0.333447,0.24277,0.707186,0.168207,0.659454,0.663834,0.098677,0.001461,3.7174,3.5037,76,32
von_neumann,9,0.12,1000,24,False,0.203259,0.88432,0.68842,0.337583,0.236868,0.737346,0.148234,0.658748,0.651332,0.097601,-0.006839,3.7237,3.4991,78,22
von_neumann,10,0.12,500,24,False,0.187275,0.870818,0.692754,0.338618,0.232803,0.732052,0.124734,0.658208,0.643278,0.09825,-0.018447,3.7506,3.4912,73,27
von_neumann,10,0.12,1000,24,False,0.198115,0.877821,0.722548,0.348808,0.250687,0.740375,0.153254,0.657846,0.665294,0.096303,-0.01559,3.7877,3.5197,74,31
moore,1,0.12,500,24,False,0.246682,0.907991,0.726608,0.330191,0.286547,0.741862,0.141663,0.662785,0.710093,0.060777,0.029547,3.7067,3.5237,43,35
moore,1,0.12,1000,24,False,0.191119,0.911889,0.703319,0.338343,0.291486,0.775373,0.120277,0.661287,0.719349,0.063589,0.02851,3.7577,3.3855,46,25
moore,2,0.12,500,24,False,0.147631,0.852706,0.665248,0.337544,0.26632,0.708329,0.084932,0.661993,0.732289,0.060768,0.025944,3.7573,3.4542,40,15
moore,2,0.12,1000,24,False,0.212551,0.92732,0.678972,0.32358,0.281272,0.742548,0.126083,0.661476,0.716415,0.062151,0.054871,3.7051,3.4967,32,21
moore,3,0.12,500,24,False,0.219347,0.898388,0.732589,0.335246,0.2963,0.732992,0.136483,0.659877,0.703662,0.062591,0.02523,3.7421,3.6204,42,29
moore,3,0.12,1000,24,False,0.174141,0.910519,0.698534,0.354536,0.27116,0.743463,0.102348,0.660807,0.736257,0.061606,0.004924,3.8141,3.525,46,25
moore,4,0.12,500,24,False,0.189201,0.889372,0.719229,0.33698,0.273314,0.657389,0.114313,0.660015,0.709703,0.062275,0.04134,3.7435,3.6442,36,27
moore,4,0.12,1000,24,False,0.219132,0.884867,0.697215,0.338076,0.279558,0.71585,0.104284,0.65976,0.714488,0.060139,0.005825,3.7101,3.5596,30,23
moore,5,0.12,500,24,False,0.202826,0.894072,0.706801,0.328566,0.294386,0.795415,0.115519,0.661953,0.716874,0.058756,0.023297,3.7175,3.489,46,25
moore,5,0.12,1000,24,False,0.18507,0.876136,0.682608,0.351305,0.276603,0.79951,0.108891,0.660198,0.713498,0.061804,0.033323,3.7551,3.403,40,17
moore,6,0.12,500,24,False,0.208923,0.89575,0.687576,0.346948,0.290949,0.758074,0.125366,0.661159,0.706856,0.061758,0.030877,3.766,3.5659,38,19
moore,6,0.12,1000,24,False,0.205522,0.866933,0.744531,0.337941,0.280195,0.76067,0.104737,0.660828,0.720754,0.061569,0.029398,3.752,3.4725,39,30
moore,7,0.12,500,24,False,0.199598,0.913864,0.69861,0.329523,0.281732,0.733809,0.117911,0.661496,0.722696,0.060523,0.040338,3.7208,3.5322,41,24
moore,7,0.12,1000,24,False,0.178241,0.931535,0.690426,0.333697,0.265751,0.704318,0.105326,0.660915,0.716636,0.06419,0.049308,3.7548,3.4212,35,16
moore,8,0.12,500,24,False,0.198927,0.944131,0.679614,0.324643,0.283963,0.834394,0.120293,0.662997,0.720465,0.06101,0.016351,3.6952,3.3443,36,19
moore,8,0.12,1000,24,False,0.188295,0.943214,0.703496,0.342236,0.265274,0.691801,0.115167,0.663974,0.721363,0.063895,0.003629,3.7729,3.5169,40,26
moore,9,0.12,500,24,False,0.219409,0.948978,0.727759,0.33861,0.281313,0.794785,0.125325,0.662812,0.714521,0.061673,0.029815,3.7315,3.3781,42,26
moore,9,0.12,1000,24,False,0.204942,0.97559,0.696799,0.337379,0.273834,0.841984,0.136442,0.662818,0.701485,0.062428,0.046508,3.738,3.3444,38,23
moore,10,0.12,500,24,False,0.198535,0.872812,0.678257,0.324923,0.276326,0.797246,0.116412,0.6636,0.712589,0.062585,0.038564,3.6822,3.3869,34,20
moore,10,0.12,1000,24,False,0.214811,0.886873,0.733913,0.343549,0.288368,0.820331,0.138545,0.660651,0.717212,0.060148,0.008155,3.766,3.4369,37,28
random,1,0.12,500,24,False,0.191384,0.876236,0.678516,0.327917,0.343587,0.744698,0.198362,0.657996,0.649851,0.073477,0.02565,3.7043,3.7227,64,20
random,1,0.12,1000,24,False,0.167869,0.910763,0.698233,0.340123,0.337791,0.783417,0.175188,0.658878,0.653871,0.072547,-0.009783,3.7924,3.677,62,28
random,2,0.12,500,24,False,0.194403,0.919758,0.69306,0.325941,0.337715,0.83733,0.190832,0.661291,0.662383,0.072405,0.00254,3.7214,3.5469,68,25
random,2,0.12,1000,24,False,0.191652,0.88385,0.672559,0.323629,0.352118,0.853794,0.191835,0.658436,0.650807,0.074754,-0.007019,3.6797,3.5849,76,20
random,3,0.12,500,24,False,0.190728,0.902502,0.683623,0.335585,0.357712,0.899469,0.186532,0.658596,0.650422,0.074893,-0.000216,3.746,3.6194,65,24
random,3,0.12,1000,24,False,0.175156,0.889542,0.676829,0.332922,0.338494,0.831994,0.183066,0.65776,0.666729,0.073594,0.002297,3.7319,3.5061,60,22
random,4,0.12,500,24,False,0.193734,0.90181,0.7013,0.332402,0.36249,0.862834,0.198269,0.658796,0.681225,0.071936,0.010495,3.7333,3.536,59,27
random,4,0.12,1000,24,False,0.181024,0.958918,0.683329,0.334986,0.349487,0.788135,0.156982,0.658908,0.66558,0.072171,0.009894,3.7537,3.6825,75,24
random,5,0.12,500,24,False,0.214782,0.903781,0.70317,0.323979,0.347305,0.827392,0.203654,0.657497,0.66236,0.073682,0.004049,3.6971,3.6587,71,28
random,5,0.12,1000,24,False,0.172267,0.91321,0.669715,0.335846,0.3444,0.789684,0.186775,0.656017,0.665929,0.074013,-0.012686,3.7438,3.6033,70,20
random,6,0.12,500,24,False,0.185005,0.939436,0.704665,0.344258,0.357547,0.846994,0.17683,0.655061,0.654872,0.073712,0.001812,3.7759,3.672,68,28
random,6,0.12,1000,24,False,0.173629,0.819718,0.686535,0.343643,0.35073,0.746935,0.170296,0.65858,0.659315,0.073556,-0.01131,3.7449,3.7546,65,21
random,7,0.12,500,24,False,0.195718,0.866609,0.682797,0.328516,0.355715,0.829645,0.18995,0.660227,0.660047,0.074487,0.004272,3.7148,3.6231,67,24
random,7,0.12,1000,24,False,0.175851,0.900478,0.684252,0.332726,0.344571,0.884784,0.177928,0.656311,0.658599,0.074879,0.016072,3.7485,3.5349,67,26
random,8,0.12,500,24,False,0.186824,0.970068,0.689737,0.347692,0.339924,0.830926,0.173799,0.658723,0.668119,0.072036,0.027122,3.7841,3.5369,68,23
random,8,0.12,1000,24,False,0.204952,0.920891,0.662332,0.32001,0.348925,0.868843,0.197227,0.657977,0.638067,0.07447,-0.020212,3.6833,3.5958,71,23
random,9,0.12,500,24,False,0.216453,0.928969,0.694331,0.329475,0.352012,0.806832,0.200311,0.659973,0.655668,0.072909,-0.006335,3.7251,3.6406,61,24
random,9,0.12,1000,24,False,0.189876,0.927059,0.725395,0.327796,0.335885,0.799572,0.177656,0.662468,0.642558,0.073793,-0.018721,3.7211,3.6263,73,29
random,10,0.12,500,24,False,0.185682,0.895031,0.714862,0.346438,0.336344,0.81064,0.183502,0.655629,0.645014,0.074332,0.017955,3.7664,3.6091,58,29
random,10,0.12,1000,24,False,0.175928,0.893812,0.698934,0.346528,0.332771,0.915228,0.172662,0.659753,0.639966,0.074642,0.014951,3.7875,3.392,71,22
von_neumann,1,0.3,500,24,False,0.220226,0.904754,0.710194,0.327673,0.22769,0.721685,0.137781,0.660017,0.583188,0.231882,0.046647,3.7144,3.4514,68,27
von_neumann,1,0.3,1000,24,False,0.188036,0.900589,0.697384,0.34279,0.23321,0.721533,0.115451,0.657894,0.576458,0.233863,0.003872,3.7725,3.4504,62,22
von_neumann,2,0.3,500,24,False,0.143759,0.900624,0.650426,0.342256,0.207704,0.668552,0.079863,0.658327,0.591892,0.233236,0.0187,3.7663,3.4585,60,18
von_neumann,2,0.3,1000,24,False,0.208955,0.933702,0.730058,0.350255,0.209421,0.636337,0.162861,0.65891,0.574789,0.241551,0.029379,3.7843,3.5313,77,31
von_neumann,3,0.3,500,24,False,0.218558,0.888254,0.735813,0.341455,0.230262,0.741886,0.14375,0.65974,0.560553,0.231583,0.035479,3.7608,3.3973,78,30
von_neumann,3,0.3,1000,24,False,0.186549,0.90168,0.690909,0.33899,0.217967,0.698004,0.133109,0.661451,0.594155,0.235539,0.012684,3.7734,3.4709,67,25
von_neumann,4,0.3,500,24,False,0.195803,0.866332,0.688628,0.341195,0.215389,0.654566,0.1544,0.656073,0.577105,0.238874,-0.006547,3.7452,3.5506,66,25
von_neumann,4,0.3,1000,24,False,0.238915,0.945663,0.754327,0.356229,0.223093,0.591855,0.174903,0.655524,0.559776,0.237235,0.016014,3.8046,3.7607,76,43
von_neumann,5,0.3,500,24,False,0.191725,0.920723,0.706469,0.343731,0.24135,0.732654,0.137858,0.657603,0.593835,0.230905,0.014658,3.768,3.5523,75,30
von_neumann,5,0.3,1000,24,False,0.182966,0.890417,0.653147,0.324687,0.222276,0.716461,0.132878,0.660651,0.591553,0.227605,-0.022895,3.6836,3.4641,70,18
von_neumann,6,0.3,500,24,False,0.206238,0.895692,0.675984,0.331715,0.228663,0.619855,0.135625,0.657701,0.587803,0.233618,0.005547,3.7111,3.6529,68,19
von_neumann,6,0.3,1000,24,False,0.188967,0.945964,0.71274,0.336411,0.218659,0.731706,0.104954,0.65744,0.592967,0.228236,0.00719,3.7567,3.4377,64,25
von_neumann,7,0.3,500,24,False,0.17297,0.926631,0.718855,0.34738,0.22161,0.683602,0.110127,0.661164,0.603377,0.226381,-0.01486,3.8072,3.5215,64,30
von_neumann,7,0.3,1000,24,False,0.172913,0.954274,0.688396,0.33576,0.216102,0.677085,0.114269,0.656543,0.585155,0.238988,0.011095,3.7526,3.4822,67,23
von_neumann,8,0.3,500,24,False,0.197485,0.909288,0.690397,0.336584,0.214999,0.775196,0.153792,0.65813,0.575319,0.234892,0.010625,3.7477,3.2698,68,24
von_neumann,8,0.3,1000,24,False,0.162152,0.884331,0.68627,0.348109,0.211819,0.751927,0.079004,0.656844,0.597324,0.231217,-0.006004,3.787,3.2857,67,22
von_neumann,9,0.3,500,24,False,0.211779,0.959808,0.710215,0.328737,0.224874,0.65525,0.152704,0.660728,0.58378,0.232853,-0.007799,3.7394,3.5393,79,33
von_neumann,9,0.3,1000,24,False,0.203763,0.891408,0.698353,0.337332,0.215952,0.712051,0.145896,0.658147,0.579599,0.232585,0.009747,3.7452,3.4185,77,29
von_neumann,10,0.3,500,24,False,0.187227,0.869384,0.69089,0.331987,0.211873,0.822044,0.117211,0.658481,0.563831,0.23545,-0.023074,3.7282,3.1803,69,25
von_neumann,10,0.3,1000,24,False,0.192119,0.882676,0.720976,0.341511,0.228534,0.751593,0.14318,0.659618,0.587636,0.229499,-0.012157,3.7613,3.4016,74,29
moore,1,0.3,500,24,False,0.256645,0.949866,0.757285,0.333221,0.249571,0.802181,0.126726,0.664891,0.5826,0.14249,0.079287,3.7275,3.2489,40,35
moore,1,0.3,1000,24,False,0.206042,0.927977,0.699585,0.337042,0.258402,0.672231,0.11145,0.663713,0.583424,0.148759,0.062486,3.734,3.4537,39,24
moore,2,0.3,500,24,False,0.156892,0.873902,0.649458,0.340593,0.232347,0.780161,0.076012,0.662992,0.621751,0.142485,0.04946,3.7502,3.186,45,15
