K,seed,noise,tick,size,mean_self,max_self,p95_self,std_self,mean_phi,max_phi,mean_R,mean_T,mean_E,mean_err
3,15,0.08,1000,24,0.211476,0.910687,0.748487,0.337963,0.300341,0.708533,0.196682,0.660287,0.714111,0.068463
3,16,0.08,1000,24,0.175051,0.874516,0.693327,0.337959,0.316595,0.783486,0.17624,0.658018,0.695947,0.069018
3,17,0.08,1000,24,0.183686,0.8848,0.675805,0.332922,0.310386,0.820616,0.190688,0.661121,0.719821,0.066963
3,18,0.08,1000,24,0.159433,0.895468,0.702479,0.354967,0.301063,0.756319,0.145624,0.657119,0.714401,0.066182
3,19,0.08,1000,24,0.197784,0.89865,0.699998,0.331975,0.320476,0.745313,0.19033,0.658694,0.70216,0.06806
3,20,0.08,1000,24,0.166712,0.956811,0.666367,0.326998,0.306972,0.765468,0.163421,0.658228,0.703578,0.068544
4,1,0.08,1000,24,0.168682,0.931135,0.706241,0.344167,0.337809,0.769439,0.174789,0.658923,0.724367,0.053425
4,2,0.08,1000,24,0.187146,0.913808,0.687221,0.327502,0.353292,0.849364,0.185602,0.657746,0.722761,0.055003
4,3,0.08,1000,24,0.175533,0.885787,0.681686,0.330272,0.338716,0.763642,0.180895,0.657706,0.739181,0.054253
4,4,0.08,1000,24,0.178627,0.943099,0.685022,0.335395,0.352007,0.813561,0.153712,0.659894,0.734825,0.053315
4,5,0.08,1000,24,0.170478,0.890291,0.679424,0.333088,0.345063,0.768783,0.183097,0.656443,0.734674,0.054659
4,6,0.08,1000,24,0.180902,0.846075,0.687033,0.342484,0.351131,0.821022,0.17223,0.658183,0.727306,0.053993
4,7,0.08,1000,24,0.179784,0.879872,0.694202,0.330404,0.345826,0.833074,0.182004,0.656348,0.728608,0.055228
4,8,0.08,1000,24,0.195596,0.86372,0.66841,0.326064,0.34782,0.858695,0.192603,0.657566,0.713561,0.05468
4,9,0.08,1000,24,0.189513,0.910749,0.700941,0.324748,0.334279,0.755808,0.176207,0.66121,0.721638,0.054318
4,10,0.08,1000,24,0.171911,0.875233,0.690468,0.348788,0.334936,0.848273,0.167134,0.659359,0.719634,0.054892
4,11,0.08,1000,24,0.173314,0.878185,0.665654,0.329724,0.351859,0.843178,0.166874,0.65772,0.730354,0.053884
4,12,0.08,1000,24,0.207623,0.927429,0.705436,0.333443,0.348254,0.777967,0.19422,0.656724,0.724269,0.054208
4,13,0.08,1000,24,0.196358,0.936873,0.676977,0.334132,0.350038,0.721051,0.187624,0.658587,0.730997,0.054307
4,14,0.08,1000,24,0.214591,0.90101,0.730434,0.35276,0.34902,0.83322,0.211154,0.657955,0.73872,0.053349
4,15,0.08,1000,24,0.215999,0.901311,0.728328,0.340902,0.347843,0.845322,0.189724,0.659521,0.709297,0.054305
4,16,0.08,1000,24,0.202172,0.934864,0.710477,0.336482,0.357082,0.904463,0.20954,0.658578,0.728114,0.053993
4,17,0.08,1000,24,0.189338,0.89219,0.697819,0.338762,0.351907,0.861691,0.20696,0.658319,0.729654,0.054772
4,18,0.08,1000,24,0.18908,0.945598,0.707716,0.343174,0.354592,0.774542,0.196587,0.654328,0.73625,0.053867
4,19,0.08,1000,24,0.203263,0.960112,0.743287,0.354887,0.340065,0.811418,0.201092,0.657011,0.719199,0.056607
4,20,0.08,1000,24,0.184033,0.860146,0.716762,0.332652,0.345302,0.807906,0.176316,0.658375,0.735681,0.053279
5,1,0.08,1000,24,0.191753,0.902159,0.711065,0.347106,0.369489,0.833448,0.19236,0.655767,0.751523,0.045994
5,2,0.08,1000,24,0.171209,0.884373,0.710438,0.327909,0.357666,0.748081,0.160506,0.659728,0.756187,0.045113
5,3,0.08,1000,24,0.161536,0.871554,0.730315,0.359178,0.357888,0.830757,0.165785,0.658186,0.751505,0.046201
5,4,0.08,1000,24,0.189994,0.907659,0.742675,0.351613,0.363691,0.813954,0.188648,0.656044,0.758246,0.045385
5,5,0.08,1000,24,0.165633,0.934123,0.681302,0.328058,0.370047,0.854795,0.161678,0.659159,0.76476,0.045202
5,6,0.08,1000,24,0.210052,0.910392,0.71684,0.343991,0.371641,0.871843,0.200975,0.656099,0.752361,0.046023
5,7,0.08,1000,24,0.199321,0.898692,0.682708,0.324028,0.367986,0.775019,0.214837,0.66068,0.745517,0.04829
5,8,0.08,1000,24,0.195649,0.851141,0.689071,0.329082,0.375614,0.795418,0.18953,0.657838,0.758385,0.046612
5,9,0.08,1000,24,0.193122,0.920287,0.701343,0.328021,0.366468,0.855773,0.18263,0.659615,0.751343,0.047244
5,10,0.08,1000,24,0.176373,0.898273,0.685551,0.339972,0.358057,0.799466,0.169648,0.657572,0.754448,0.046888
5,11,0.08,1000,24,0.196312,0.915515,0.696516,0.345728,0.37356,0.827668,0.200331,0.658038,0.746613,0.045783
5,12,0.08,1000,24,0.203495,0.901842,0.68328,0.330644,0.359039,0.76334,0.207176,0.657098,0.734092,0.04647
5,13,0.08,1000,24,0.208611,0.918895,0.728941,0.343206,0.373296,0.882612,0.202829,0.654776,0.755926,0.045519
5,14,0.08,1000,24,0.17921,0.913437,0.723368,0.342644,0.357157,0.841092,0.175671,0.659666,0.768533,0.045537
5,15,0.08,1000,24,0.197123,0.922759,0.687943,0.339603,0.369087,0.872415,0.190066,0.659895,0.742723,0.046514
5,16,0.08,1000,24,0.170269,0.840745,0.687506,0.332872,0.367113,0.909141,0.158527,0.658774,0.762851,0.045556
5,17,0.08,1000,24,0.192091,0.901664,0.707634,0.35275,0.369572,0.834763,0.204294,0.657863,0.753021,0.045946
5,18,0.08,1000,24,0.170716,0.941511,0.700657,0.351569,0.364552,0.848274,0.178137,0.658442,0.75282,0.045994
5,19,0.08,1000,24,0.189425,0.917175,0.681072,0.336833,0.367487,0.802976,0.177169,0.656923,0.75281,0.047565
5,20,0.08,1000,24,0.181435,0.892423,0.703736,0.339067,0.365353,0.870425,0.18333,0.656911,0.755548,0.046086
6,1,0.08,1000,24,0.173607,0.894474,0.647698,0.335762,0.374225,0.796317,0.179878,0.658149,0.770712,0.040273
6,2,0.08,1000,24,0.193896,0.901881,0.70174,0.354372,0.392561,0.825712,0.196525,0.65723,0.752393,0.039885
6,3,0.08,1000,24,0.199898,0.959281,0.714434,0.331177,0.383533,0.87427,0.197176,0.657718,0.782938,0.040593
6,4,0.08,1000,24,0.192121,0.947561,0.710017,0.344153,0.386308,0.786165,0.175719,0.658853,0.775408,0.040189
6,5,0.08,1000,24,0.18085,0.856452,0.71015,0.341615,0.373646,0.782572,0.189947,0.657323,0.773777,0.040937
6,6,0.08,1000,24,0.192253,0.907861,0.693593,0.330587,0.372416,0.785871,0.198874,0.658881,0.768375,0.041057
6,7,0.08,1000,24,0.17276,0.867142,0.667281,0.344105,0.379014,0.802219,0.167684,0.657799,0.775249,0.041538
6,8,0.08,1000,24,0.194737,0.846592,0.681952,0.332089,0.394709,0.808677,0.204534,0.659232,0.767898,0.041073
6,9,0.08,1000,24,0.191092,0.931026,0.703625,0.335867,0.381376,0.899127,0.182975,0.658894,0.756405,0.040739
6,10,0.08,1000,24,0.221308,0.891111,0.693515,0.331358,0.383333,0.84377,0.207156,0.659382,0.762326,0.041955
6,11,0.08,1000,24,0.181799,0.936218,0.706767,0.335406,0.382455,0.798054,0.16283,0.65503,0.757511,0.040322
6,12,0.08,1000,24,0.174368,0.878555,0.701705,0.341,0.382123,0.844235,0.169634,0.657538,0.755869,0.041341
6,13,0.08,1000,24,0.205273,0.923264,0.708798,0.331966,0.388349,0.893553,0.204075,0.658221,0.773978,0.041471
6,14,0.08,1000,24,0.178483,0.877352,0.685772,0.339386,0.375451,0.856191,0.170349,0.658716,0.792957,0.040063
6,15,0.08,1000,24,0.181546,0.918722,0.683856,0.349164,0.377229,0.767059,0.175954,0.656636,0.777368,0.040423
6,16,0.08,1000,24,0.213765,0.897578,0.706625,0.330237,0.388098,0.832202,0.210145,0.658664,0.756545,0.040346
6,17,0.08,1000,24,0.185972,0.943917,0.706657,0.326324,0.381724,0.926581,0.190494,0.657437,0.770805,0.039815
6,18,0.08,1000,24,0.152874,0.914257,0.70135,0.338107,0.373959,0.834868,0.156714,0.657737,0.759229,0.040242
6,19,0.08,1000,24,0.190859,0.949337,0.70513,0.348198,0.384108,0.904244,0.18416,0.659156,0.763549,0.041738
6,20,0.08,1000,24,0.17298,0.942605,0.72594,0.351845,0.374802,0.813907,0.170645,0.656848,0.769522,0.040558
7,1,0.08,1000,24,0.206761,0.858272,0.693234,0.324882,0.398243,0.830267,0.204855,0.659264,0.789331,0.037456
7,2,0.08,1000,24,0.192398,0.92004,0.669424,0.320596,0.396084,0.875017,0.181964,0.660537,0.785699,0.036412
7,3,0.08,1000,24,0.17838,0.826396,0.6618,0.333873,0.379531,0.816989,0.176381,0.657051,0.794062,0.037251
7,4,0.08,1000,24,0.205055,0.942939,0.724548,0.341339,0.398328,0.887656,0.192019,0.657744,0.778807,0.036279
7,5,0.08,1000,24,0.18057,0.867232,0.666803,0.339114,0.384081,0.888451,0.184358,0.657499,0.775089,0.037424
7,6,0.08,1000,24,0.195147,0.929191,0.719258,0.33698,0.398932,0.877081,0.196818,0.658156,0.77524,0.037249
7,7,0.08,1000,24,0.205373,0.862501,0.713891,0.343468,0.399164,0.796534,0.19928,0.658987,0.797195,0.036721
7,8,0.08,1000,24,0.171841,0.914122,0.652981,0.334384,0.394832,0.97628,0.163774,0.656356,0.79296,0.03643
7,9,0.08,1000,24,0.18131,0.890975,0.736649,0.358703,0.387,0.864909,0.176476,0.659145,0.774463,0.036131
7,10,0.08,1000,24,0.154725,0.912038,0.695567,0.354659,0.382567,0.80148,0.147403,0.65804,0.794019,0.037764
7,11,0.08,1000,24,0.190214,0.956109,0.712214,0.341449,0.396284,0.895339,0.191251,0.654945,0.779963,0.036466
7,12,0.08,1000,24,0.185395,0.926247,0.679481,0.326618,0.390803,0.785566,0.17086,0.658111,0.775262,0.03692
7,13,0.08,1000,24,0.205658,0.970173,0.733789,0.339935,0.39026,0.871261,0.208725,0.658228,0.787553,0.037265
7,14,0.08,1000,24,0.187748,0.85783,0.68889,0.335798,0.395153,0.960048,0.176961,0.65679,0.797284,0.035597
7,15,0.08,1000,24,0.218474,0.925826,0.723559,0.32942,0.386608,0.864876,0.21781,0.660216,0.781531,0.038984
7,16,0.08,1000,24,0.18426,0.897385,0.675485,0.343664,0.389494,0.812267,0.180686,0.658936,0.788993,0.036653
7,17,0.08,1000,24,0.170034,0.850432,0.720963,0.344067,0.387615,0.811124,0.174656,0.658854,0.792983,0.037405
7,18,0.08,1000,24,0.194963,0.899221,0.69757,0.335899,0.387599,0.930004,0.196611,0.657184,0.792331,0.035648
7,19,0.08,1000,24,0.201795,0.950835,0.736091,0.336654,0.394064,0.803729,0.200669,0.65803,0.784143,0.038117
7,20,0.08,1000,24,0.174788,0.928766,0.72341,0.347717,0.385451,0.808362,0.16292,0.658133,0.792463,0.036907
8,1,0.08,1000,24,0.203895,0.925837,0.742985,0.349754,0.409141,0.86259,0.211414,0.659236,0.796696,0.033657
8,2,0.08,1000,24,0.197848,0.917041,0.728856,0.34648,0.395923,0.846867,0.188699,0.659323,0.804022,0.032829
8,3,0.08,1000,24,0.206062,0.880293,0.703368,0.339809,0.406002,0.857446,0.202501,0.657183,0.809819,0.034556
8,4,0.08,1000,24,0.20128,0.921486,0.708094,0.32554,0.393697,0.853535,0.208756,0.658662,0.803874,0.03492
8,5,0.08,1000,24,0.184517,0.929467,0.685995,0.328686,0.401437,0.837303,0.18726,0.659045,0.800513,0.033586
8,6,0.08,1000,24,0.196757,0.843343,0.691846,0.332742,0.397896,0.805515,0.195235,0.660432,0.794169,0.033989
8,7,0.08,1000,24,0.160439,0.886148,0.683613,0.343901,0.394195,0.819003,0.151017,0.660562,0.802545,0.03445
8,8,0.08,1000,24,0.164625,0.87305,0.695135,0.348201,0.391033,0.916514,0.159484,0.658949,0.8085,0.03356
8,9,0.08,1000,24,0.168855,0.878216,0.699938,0.344665,0.389963,0.835412,0.166614,0.659182,0.800268,0.033647
8,10,0.08,1000,24,0.169136,0.902179,0.671809,0.337307,0.382401,0.832641,0.163482,0.661349,0.800605,0.03431
8,11,0.08,1000,24,0.191659,0.928426,0.694214,0.341387,0.400129,0.89027,0.190741,0.658259,0.799773,0.034065
8,12,0.08,1000,24,0.190869,0.952169,0.738161,0.344966,0.412101,0.877578,0.178984,0.659413,0.806993,0.033505
8,13,0.08,1000,24,0.190083,0.91186,0.701398,0.340982,0.405691,0.907345,0.187754,0.657285,0.796506,0.033872
8,14,0.08,1000,24,0.181158,0.895647,0.694693,0.34615,0.395313,0.81189,0.173166,0.658249,0.813994,0.032674
8,15,0.08,1000,24,0.21579,0.863717,0.683637,0.331367,0.401311,0.885735,0.217146,0.657801,0.804795,0.034694
8,16,0.08,1000,24,0.189402,0.912531,0.691637,0.338302,0.388559,0.823522,0.18405,0.660233,0.808229,0.032547
8,17,0.08,1000,24,0.175694,0.922385,0.69331,0.34354,0.402831,0.926604,0.178161,0.657828,0.805676,0.034535
8,18,0.08,1000,24,0.191248,0.863347,0.727782,0.357357,0.404767,0.762732,0.181694,0.6566,0.810715,0.032508
8,19,0.08,1000,24,0.220862,0.951347,0.698478,0.332402,0.399051,0.896172,0.213592,0.659033,0.808798,0.034943
8,20,0.08,1000,24,0.187585,0.926593,0.681398,0.318796,0.390436,0.863199,0.187344,0.660944,0.801939,0.034294
9,1,0.08,1000,24,0.159893,0.968882,0.677565,0.345065,0.398149,0.883735,0.157563,0.658384,0.818223,0.031232
9,2,0.08,1000,24,0.157808,0.932161,0.710041,0.347589,0.40623,0.846904,0.161072,0.655639,0.822391,0.030811
9,3,0.08,1000,24,0.175095,0.96076,0.697753,0.339769,0.402738,0.873901,0.175753,0.659949,0.810933,0.03149
9,4,0.08,1000,24,0.184074,0.912063,0.688882,0.333168,0.407411,0.945018,0.187991,0.659561,0.807519,0.031525
9,5,0.08,1000,24,0.154703,0.945023,0.675229,0.348169,0.396822,0.849488,0.142585,0.658268,0.81394,0.031086
9,6,0.08,1000,24,0.205392,0.909748,0.694667,0.32638,0.398924,0.806009,0.193301,0.659103,0.805947,0.031886
9,7,0.08,1000,24,0.183659,0.852252,0.686719,0.339286,0.406804,0.849116,0.170418,0.657671,0.815888,0.03187
9,8,0.08,1000,24,0.178187,0.832622,0.699842,0.348225,0.394801,0.87353,0.176267,0.654487,0.826651,0.031407
9,9,0.08,1000,24,0.172547,0.894209,0.71283,0.353665,0.397387,0.859108,0.173173,0.658128,0.818325,0.030749
9,10,0.08,1000,24,0.152122,0.965674,0.670163,0.341144,0.394717,0.803545,0.141614,0.658715,0.821869,0.032258
9,11,0.08,1000,24,0.205203,0.91087,0.74985,0.344356,0.41224,0.817407,0.196428,0.659827,0.800692,0.031028
9,12,0.08,1000,24,0.177811,0.931859,0.674006,0.335374,0.400054,0.827937,0.171763,0.658729,0.809438,0.031445
9,13,0.08,1000,24,0.194097,0.895888,0.727735,0.349776,0.396351,0.881983,0.189758,0.658257,0.814961,0.031923
9,14,0.08,1000,24,0.157644,0.897494,0.681163,0.343291,0.390211,0.884769,0.15076,0.655403,0.824087,0.031502
9,15,0.08,1000,24,0.211597,0.892999,0.695717,0.337501,0.409153,0.831623,0.206077,0.657299,0.800461,0.03318
9,16,0.08,1000,24,0.193144,0.902765,0.680751,0.343341,0.412378,0.934773,0.195975,0.659965,0.816717,0.031064
9,17,0.08,1000,24,0.196409,0.907146,0.708764,0.342996,0.412591,0.904937,0.193913,0.657716,0.820339,0.031919
9,18,0.08,1000,24,0.172228,0.887464,0.706949,0.3397,0.401604,0.852471,0.173155,0.65714,0.822279,0.030439
9,19,0.08,1000,24,0.199615,0.871273,0.705213,0.321873,0.404041,0.845516,0.195249,0.65859,0.806363,0.032954
9,20,0.08,1000,24,0.167148,0.926586,0.688759,0.335187,0.403864,0.816495,0.163331,0.65934,0.823024,0.031182
10,1,0.08,1000,24,0.188507,0.8588,0.692565,0.339168,0.406036,0.810256,0.192778,0.657856,0.835159,0.029906
10,2,0.08,1000,24,0.16959,0.910717,0.712976,0.34339,0.410319,0.846423,0.173058,0.660048,0.831792,0.028748
10,3,0.08,1000,24,0.196908,0.943325,0.714931,0.33327,0.405004,0.83371,0.200169,0.657916,0.830251,0.029741
10,4,0.08,1000,24,0.193852,0.931739,0.712923,0.34255,0.409747,0.821531,0.188655,0.656983,0.825081,0.030621
10,5,0.08,1000,24,0.182883,0.898223,0.709458,0.350083,0.410166,0.87132,0.183225,0.658736,0.825158,0.02996
10,6,0.08,1000,24,0.176436,0.927112,0.698741,0.35808,0.406193,0.892903,0.165784,0.656566,0.814759,0.029774
10,7,0.08,1000,24,0.193083,0.897729,0.695615,0.335176,0.419218,0.810991,0.192804,0.656874,0.831044,0.029675
10,8,0.08,1000,24,0.177723,0.905932,0.706926,0.342134,0.4047,0.898617,0.167603,0.66003,0.834385,0.028938
10,9,0.08,1000,24,0.187717,0.845429,0.694779,0.32757,0.40208,0.758687,0.189631,0.660923,0.828446,0.029532
10,10,0.08,1000,24,0.190108,0.863283,0.715359,0.345216,0.398041,0.792027,0.172005,0.658704,0.823618,0.03063
10,11,0.08,1000,24,0.177637,0.908326,0.68684,0.327352,0.411489,0.793444,0.175583,0.65818,0.830165,0.028878
10,12,0.08,1000,24,0.200068,0.916055,0.705191,0.347611,0.407241,0.849624,0.190148,0.654616,0.828775,0.029618
10,13,0.08,1000,24,0.191042,0.875674,0.712731,0.350224,0.412197,0.853697,0.186408,0.657923,0.840063,0.030323
10,14,0.08,1000,24,0.180079,0.935675,0.69218,0.329153,0.396013,0.794743,0.178924,0.656888,0.840181,0.029571
10,15,0.08,1000,24,0.209521,0.914909,0.703741,0.334068,0.409265,0.859997,0.206986,0.658448,0.8234,0.030074
10,16,0.08,1000,24,0.187009,0.900763,0.712134,0.343878,0.417651,0.900015,0.178716,0.659942,0.826753,0.028542
10,17,0.08,1000,24,0.169644,0.812242,0.653106,0.330103,0.405787,0.864055,0.166495,0.658753,0.830772,0.029172
10,18,0.08,1000,24,0.175462,0.905464,0.709475,0.345517,0.412715,0.871874,0.175129,0.658437,0.826982,0.028578
10,19,0.08,1000,24,0.182699,0.912108,0.713382,0.342269,0.415212,0.890399,0.167495,0.658299,0.815578,0.030792
10,20,0.08,1000,24,0.165753,0.875307,0.691357,0.348441,0.398638,0.779854,0.160544,0.658013,0.836354,0.029906
11,1,0.08,1000,24,0.164651,0.944553,0.650753,0.327665,0.401896,0.843676,0.155253,0.658673,0.840175,0.027116
11,2,0.08,1000,24,0.176227,0.889797,0.692466,0.333999,0.403424,0.819619,0.180824,0.661207,0.844693,0.027905
11,3,0.08,1000,24,0.181826,0.936009,0.710891,0.349773,0.402317,0.835037,0.178753,0.657664,0.829547,0.02862
11,4,0.08,1000,24,0.177575,0.932676,0.695836,0.333778,0.410376,0.822346,0.170595,0.658485,0.830972,0.030225
11,5,0.08,1000,24,0.179795,0.936458,0.702972,0.34376,0.405305,0.837659,0.168942,0.656445,0.836597,0.02866
11,6,0.08,1000,24,0.193051,0.892461,0.679177,0.328218,0.410252,0.905572,0.187717,0.660059,0.833078,0.028196
11,7,0.08,1000,24,0.183647,0.911247,0.697339,0.335209,0.411851,0.836053,0.177896,0.654978,0.833034,0.027963
11,8,0.08,1000,24,0.185651,0.924671,0.706768,0.339871,0.405775,0.886072,0.187453,0.658827,0.839117,0.028375
11,9,0.08,1000,24,0.150432,0.9043,0.697737,0.33952,0.403547,0.846786,0.14511,0.659305,0.837899,0.02801
11,10,0.08,1000,24,0.173239,0.902046,0.661984,0.336493,0.393018,0.842446,0.154611,0.65855,0.842317,0.029159
11,11,0.08,1000,24,0.180585,0.906123,0.689976,0.3501,0.406898,0.829248,0.175896,0.656882,0.838589,0.028324
11,12,0.08,1000,24,0.167866,0.892179,0.724926,0.359475,0.409621,0.9033,0.165871,0.658698,0.843992,0.028563
11,13,0.08,1000,24,0.196328,0.932683,0.684212,0.329072,0.413457,0.886166,0.192007,0.659311,0.834767,0.029213
11,14,0.08,1000,24,0.23289,0.906428,0.728183,0.336522,0.398083,0.793687,0.224551,0.657466,0.830823,0.028379
11,15,0.08,1000,24,0.178412,0.91932,0.686299,0.337394,0.413276,0.839415,0.175507,0.658886,0.843632,0.028661
11,16,0.08,1000,24,0.170422,0.90964,0.672144,0.341605,0.403532,0.88586,0.161792,0.660448,0.848701,0.027205
11,17,0.08,1000,24,0.186529,0.887398,0.701446,0.335152,0.414301,0.88877,0.178009,0.658143,0.837996,0.028392
11,18,0.08,1000,24,0.182135,0.902571,0.680904,0.337868,0.402821,0.895134,0.183859,0.65575,0.840899,0.027769
11,19,0.08,1000,24,0.198772,0.924747,0.718078,0.340805,0.410579,0.841248,0.195761,0.658821,0.835753,0.029138
11,20,0.08,1000,24,0.180328,0.935827,0.684954,0.322164,0.404817,0.786298,0.183652,0.658869,0.84835,0.028291
12,1,0.08,1000,24,0.211429,0.874898,0.694925,0.329279,0.410524,0.843631,0.205836,0.657399,0.837155,0.026301
12,2,0.08,1000,24,0.183661,0.890971,0.702619,0.346902,0.419918,0.86569,0.188159,0.659826,0.842575,0.026132
12,3,0.08,1000,24,0.190255,0.910558,0.707058,0.344317,0.405321,0.902377,0.193422,0.659341,0.84318,0.02773
12,4,0.08,1000,24,0.182353,0.8863,0.731088,0.334891,0.420753,0.821173,0.187499,0.658328,0.845302,0.027957
12,5,0.08,1000,24,0.151853,0.953865,0.668642,0.335931,0.408654,0.885563,0.15116,0.658405,0.85022,0.027368
12,6,0.08,1000,24,0.196761,0.909985,0.700082,0.343304,0.409718,0.895113,0.19535,0.660752,0.833587,0.026844
12,7,0.08,1000,24,0.184776,0.966165,0.702918,0.344341,0.408186,0.772877,0.178856,0.656889,0.845056,0.026563
12,8,0.08,1000,24,0.168805,0.852248,0.70223,0.347015,0.413916,0.793019,0.166497,0.657996,0.840175,0.027676
12,9,0.08,1000,24,0.198941,0.962222,0.696725,0.351702,0.418796,0.866483,0.194989,0.657848,0.84107,0.027179
12,10,0.08,1000,24,0.172084,0.870854,0.697882,0.338411,0.396299,0.822385,0.165197,0.659384,0.850345,0.028506
12,11,0.08,1000,24,0.166537,0.921504,0.680766,0.332073,0.4145,0.824973,0.164743,0.655496,0.852214,0.026281
12,12,0.08,1000,24,0.177248,0.920436,0.700675,0.343052,0.406218,0.824188,0.182154,0.656963,0.855919,0.027206
12,13,0.08,1000,24,0.189876,0.895258,0.683019,0.319783,0.411895,0.835043,0.19239,0.657977,0.851878,0.028185
12,14,0.08,1000,24,0.181636,0.930858,0.679937,0.332675,0.410132,0.8418,0.176582,0.660298,0.844675,0.027696
12,15,0.08,1000,24,0.181386,0.910143,0.675888,0.332748,0.423093,0.844971,0.175305,0.658753,0.84829,0.026455
12,16,0.08,1000,24,0.198608,0.892972,0.713891,0.339522,0.411182,0.884756,0.192212,0.659892,0.848802,0.026886
12,17,0.08,1000,24,0.147492,0.888166,0.683465,0.343827,0.410703,0.865467,0.158293,0.659381,0.846784,0.027861
12,18,0.08,1000,24,0.183428,0.884632,0.712127,0.340105,0.409441,0.876531,0.181606,0.658401,0.852812,0.026624
12,19,0.08,1000,24,0.215299,0.905269,0.702335,0.333477,0.410033,0.820497,0.209927,0.657689,0.845117,0.027799
12,20,0.08,1000,24,0.189476,0.936332,0.724778,0.348069,0.407952,0.945214,0.189982,0.65873,0.845627,0.027272
3,1,0.12,1000,24,0.199764,0.937553,0.709394,0.346228,0.308582,0.736302,0.204047,0.655679,0.622476,0.093706
3,2,0.12,1000,24,0.195851,0.916434,0.695191,0.329287,0.307852,0.746616,0.175311,0.661481,0.627156,0.092926
3,3,0.12,1000,24,0.188025,0.887914,0.698813,0.33957,0.314153,0.735204,0.199988,0.659112,0.640987,0.094394
3,4,0.12,1000,24,0.184674,0.868913,0.701818,0.336632,0.316305,0.854906,0.188104,0.656798,0.634408,0.094263
3,5,0.12,1000,24,0.173447,0.949074,0.712174,0.344307,0.313227,0.815969,0.164926,0.657534,0.643232,0.091463
3,6,0.12,1000,24,0.186041,0.868717,0.69801,0.331996,0.304712,0.752959,0.198808,0.6606,0.646956,0.092813
3,7,0.12,1000,24,0.200977,0.883664,0.704607,0.337698,0.320333,0.841513,0.184456,0.657302,0.620506,0.095237
3,8,0.12,1000,24,0.190777,0.920889,0.700565,0.335732,0.314337,0.775458,0.191534,0.658516,0.642937,0.0948
3,9,0.12,1000,24,0.191397,0.920509,0.711387,0.353112,0.310854,0.769247,0.176856,0.660089,0.628435,0.093291
3,10,0.12,1000,24,0.179235,0.868326,0.682969,0.348149,0.311457,0.890503,0.173665,0.657361,0.631686,0.094246
3,11,0.12,1000,24,0.1839,0.897807,0.699388,0.342347,0.314033,0.840903,0.202058,0.657945,0.639043,0.094833
3,12,0.12,1000,24,0.20201,0.945918,0.701466,0.335418,0.325396,0.754625,0.191797,0.657363,0.631496,0.094419
3,13,0.12,1000,24,0.186266,0.887582,0.700834,0.339751,0.312077,0.852224,0.165296,0.65651,0.64561,0.091393
3,14,0.12,1000,24,0.210453,0.91223,0.733318,0.33651,0.318108,0.86771,0.199669,0.657745,0.649769,0.092002
3,15,0.12,1000,24,0.210674,0.88401,0.739067,0.332581,0.300793,0.755278,0.196592,0.659314,0.6529,0.09417
3,16,0.12,1000,24,0.176586,0.895189,0.704522,0.337781,0.316257,0.823955,0.177877,0.657842,0.635134,0.094866
3,17,0.12,1000,24,0.184968,0.889965,0.683236,0.333849,0.311259,0.862511,0.187842,0.660038,0.662715,0.091976
3,18,0.12,1000,24,0.165044,0.928753,0.694815,0.353601,0.301202,0.756967,0.148303,0.657893,0.650971,0.090885
3,19,0.12,1000,24,0.19288,0.876098,0.699049,0.330265,0.321327,0.735726,0.185754,0.658575,0.640663,0.093273
3,20,0.12,1000,24,0.169026,0.964178,0.677224,0.325322,0.307402,0.761815,0.168622,0.65849,0.641689,0.095104
4,1,0.12,1000,24,0.167433,0.910793,0.69814,0.340153,0.337567,0.783057,0.174787,0.658831,0.654099,0.072358
4,2,0.12,1000,24,0.191294,0.883731,0.672106,0.323656,0.351936,0.853769,0.191475,0.658396,0.651138,0.07455
4,3,0.12,1000,24,0.174772,0.889614,0.677022,0.332945,0.338317,0.831246,0.182715,0.657716,0.666962,0.073407
4,4,0.12,1000,24,0.180618,0.958888,0.682008,0.335058,0.349269,0.787841,0.156542,0.658855,0.665755,0.071988
4,5,0.12,1000,24,0.171895,0.912867,0.669308,0.335885,0.344231,0.789691,0.186412,0.655965,0.666183,0.073818
4,6,0.12,1000,24,0.173293,0.81935,0.686122,0.343653,0.350498,0.745613,0.169952,0.658524,0.659486,0.073362
4,7,0.12,1000,24,0.175486,0.901064,0.684165,0.332803,0.344385,0.884953,0.17757,0.656257,0.658894,0.074671
4,8,0.12,1000,24,0.204482,0.920913,0.661312,0.320057,0.348751,0.867573,0.196778,0.657921,0.63838,0.074261
4,9,0.12,1000,24,0.189462,0.926925,0.725287,0.327849,0.33572,0.798913,0.177252,0.662423,0.642878,0.073604
4,10,0.12,1000,24,0.175551,0.89354,0.698788,0.346496,0.332617,0.915513,0.172263,0.659704,0.640269,0.074448
4,11,0.12,1000,24,0.169095,0.895029,0.64535,0.331246,0.35241,0.821244,0.161838,0.658167,0.663136,0.072739
4,12,0.12,1000,24,0.20873,0.93001,0.705774,0.332461,0.350306,0.762612,0.195738,0.656426,0.650362,0.073475
4,13,0.12,1000,24,0.199189,0.879782,0.695286,0.336376,0.349508,0.704473,0.190644,0.658228,0.661868,0.073296
4,14,0.12,1000,24,0.211178,0.911015,0.738443,0.351579,0.34799,0.833624,0.207729,0.657974,0.675131,0.072163
4,15,0.12,1000,24,0.220103,0.947133,0.730956,0.343706,0.347582,0.735248,0.19343,0.659289,0.63307,0.074316
