K,seed,noise,tick,size,mean_self,max_self,p95_self,std_self,mean_phi,max_phi,mean_R,mean_T,mean_E,mean_err
4,16,0.12,1000,24,0.20948,0.902207,0.709609,0.332454,0.359118,0.879916,0.214968,0.659027,0.65195,0.073072
4,17,0.12,1000,24,0.191863,0.898927,0.705719,0.334741,0.350435,0.893059,0.209725,0.65841,0.661044,0.07406
4,18,0.12,1000,24,0.19199,0.962584,0.722256,0.341441,0.354684,0.809458,0.198019,0.655279,0.667903,0.072705
4,19,0.12,1000,24,0.198486,0.976074,0.750981,0.353325,0.33862,0.868046,0.19321,0.656399,0.642846,0.076548
4,20,0.12,1000,24,0.181457,0.877443,0.68419,0.334457,0.344878,0.787274,0.173168,0.658582,0.662562,0.071763
5,1,0.12,1000,24,0.190525,0.914766,0.698138,0.343753,0.370171,0.834475,0.188966,0.656009,0.6706,0.060879
5,2,0.12,1000,24,0.172093,0.89472,0.682984,0.328696,0.355074,0.750287,0.160106,0.660026,0.681401,0.059934
5,3,0.12,1000,24,0.164231,0.879231,0.711519,0.353367,0.358776,0.853063,0.168149,0.658073,0.668793,0.061642
5,4,0.12,1000,24,0.190926,0.934532,0.743127,0.346285,0.363916,0.819511,0.190052,0.657554,0.680923,0.060381
5,5,0.12,1000,24,0.176203,0.928644,0.69001,0.326344,0.371307,0.840504,0.171008,0.660216,0.687682,0.06
5,6,0.12,1000,24,0.203245,0.91627,0.725808,0.347907,0.370132,0.853448,0.193011,0.655515,0.680281,0.061521
5,7,0.12,1000,24,0.197223,0.861202,0.69494,0.329203,0.366403,0.753928,0.210093,0.660139,0.66788,0.064332
5,8,0.12,1000,24,0.203034,0.849454,0.684497,0.321698,0.378623,0.847691,0.197293,0.657645,0.680283,0.062314
5,9,0.12,1000,24,0.195496,0.920728,0.709567,0.329891,0.367707,0.861336,0.181383,0.659618,0.670013,0.063189
5,10,0.12,1000,24,0.181856,0.950063,0.678762,0.339079,0.359589,0.80721,0.17543,0.658569,0.671638,0.062139
5,11,0.12,1000,24,0.197492,0.946981,0.701637,0.341818,0.371493,0.794322,0.199745,0.657721,0.66836,0.060998
5,12,0.12,1000,24,0.20667,0.889697,0.685757,0.33336,0.355748,0.757743,0.213389,0.657279,0.651737,0.062204
5,13,0.12,1000,24,0.212161,0.892562,0.728486,0.341061,0.374987,0.908892,0.205051,0.655268,0.680953,0.060362
5,14,0.12,1000,24,0.179973,0.916147,0.686547,0.337354,0.35762,0.822587,0.176825,0.659075,0.692974,0.060503
5,15,0.12,1000,24,0.201453,0.918047,0.679039,0.336734,0.370174,0.823683,0.19055,0.6599,0.660574,0.062187
5,16,0.12,1000,24,0.172298,0.885368,0.700255,0.336053,0.367133,0.871171,0.160879,0.658639,0.692041,0.060617
5,17,0.12,1000,24,0.194581,0.882519,0.696462,0.351162,0.370154,0.827878,0.20816,0.657467,0.676047,0.061
5,18,0.12,1000,24,0.172074,0.952342,0.718486,0.356664,0.361077,0.910392,0.183049,0.658206,0.675017,0.061451
5,19,0.12,1000,24,0.187693,0.944779,0.687193,0.338501,0.369843,0.789756,0.179299,0.656519,0.671237,0.063674
5,20,0.12,1000,24,0.181309,0.889382,0.710603,0.338522,0.363517,0.841081,0.181188,0.656829,0.679384,0.061154
6,1,0.12,1000,24,0.170568,0.893404,0.673981,0.33853,0.373201,0.827644,0.177411,0.657792,0.685277,0.052715
6,2,0.12,1000,24,0.197382,0.894176,0.709996,0.35577,0.389785,0.787033,0.197245,0.657625,0.665723,0.052481
6,3,0.12,1000,24,0.205577,0.968917,0.711485,0.331843,0.386681,0.879454,0.202973,0.657445,0.701758,0.052934
6,4,0.12,1000,24,0.190434,0.951189,0.715957,0.347751,0.385348,0.808217,0.174939,0.658235,0.694932,0.05262
6,5,0.12,1000,24,0.179114,0.911761,0.719049,0.341377,0.371969,0.843971,0.18965,0.658604,0.696197,0.053942
6,6,0.12,1000,24,0.184235,0.90188,0.680207,0.334008,0.367712,0.807023,0.188153,0.659081,0.689403,0.053703
6,7,0.12,1000,24,0.168398,0.882272,0.673256,0.343028,0.375008,0.773479,0.164254,0.657366,0.701255,0.054577
6,8,0.12,1000,24,0.196531,0.833653,0.66702,0.333496,0.394349,0.80696,0.203734,0.659941,0.686202,0.053516
6,9,0.12,1000,24,0.195671,0.915414,0.690688,0.333655,0.380552,0.812795,0.18514,0.659007,0.67157,0.053665
6,10,0.12,1000,24,0.226301,0.891305,0.700986,0.329073,0.381047,0.831917,0.207492,0.659338,0.667383,0.055333
6,11,0.12,1000,24,0.184234,0.971373,0.70532,0.334688,0.381779,0.869378,0.167416,0.654111,0.680784,0.053051
6,12,0.12,1000,24,0.170175,0.894083,0.710024,0.34838,0.381205,0.808435,0.166502,0.657086,0.672575,0.0547
6,13,0.12,1000,24,0.204736,0.908911,0.713338,0.329301,0.387477,0.831595,0.204386,0.658703,0.696157,0.05445
6,14,0.12,1000,24,0.176778,0.895494,0.693046,0.337918,0.376074,0.831463,0.169765,0.658097,0.719558,0.052002
6,15,0.12,1000,24,0.184549,0.887513,0.691648,0.346796,0.377527,0.791737,0.174688,0.656697,0.694253,0.05292
6,16,0.12,1000,24,0.213158,0.917515,0.682502,0.324912,0.384718,0.826389,0.209869,0.659922,0.675782,0.05338
6,17,0.12,1000,24,0.185536,0.938079,0.698076,0.329294,0.377159,0.879909,0.190201,0.657328,0.694146,0.052137
6,18,0.12,1000,24,0.153695,0.897763,0.721087,0.341665,0.370302,0.799591,0.155774,0.655911,0.674573,0.052879
6,19,0.12,1000,24,0.193761,0.917188,0.720157,0.348835,0.380808,0.832456,0.184463,0.658761,0.673823,0.055025
6,20,0.12,1000,24,0.169627,0.915836,0.726245,0.35775,0.372792,0.783799,0.166266,0.656871,0.684608,0.053191
7,1,0.12,1000,24,0.201301,0.863419,0.688559,0.323462,0.399673,0.850287,0.197137,0.659067,0.707608,0.04828
7,2,0.12,1000,24,0.19373,0.903601,0.67667,0.320719,0.395343,0.856373,0.181872,0.660715,0.699921,0.047108
7,3,0.12,1000,24,0.181001,0.811624,0.680332,0.330068,0.3778,0.77875,0.179911,0.657527,0.716625,0.048278
7,4,0.12,1000,24,0.203155,0.913243,0.727056,0.333669,0.393293,0.845669,0.187151,0.658788,0.695123,0.046974
7,5,0.12,1000,24,0.177356,0.954755,0.66214,0.340902,0.380464,0.8543,0.184027,0.656975,0.690303,0.048461
7,6,0.12,1000,24,0.194107,0.869111,0.710067,0.332129,0.394499,0.829632,0.193863,0.658763,0.694146,0.048544
7,7,0.12,1000,24,0.205846,0.887832,0.740107,0.342931,0.401085,0.847076,0.197569,0.659569,0.714608,0.047391
7,8,0.12,1000,24,0.171752,0.910951,0.667238,0.330702,0.395096,0.903814,0.162152,0.656068,0.712234,0.046904
7,9,0.12,1000,24,0.182078,0.930068,0.718935,0.360371,0.385693,0.939957,0.174298,0.659214,0.684325,0.046864
7,10,0.12,1000,24,0.160583,0.921664,0.677436,0.357433,0.383482,0.830872,0.150757,0.658011,0.710953,0.048887
7,11,0.12,1000,24,0.186926,0.969708,0.713894,0.338219,0.392875,0.927396,0.189172,0.655857,0.698118,0.046823
7,12,0.12,1000,24,0.189863,0.923624,0.686647,0.329248,0.387942,0.839448,0.175942,0.657697,0.686396,0.047968
7,13,0.12,1000,24,0.201657,0.904034,0.738153,0.343592,0.390428,0.853612,0.202298,0.657702,0.701919,0.048192
7,14,0.12,1000,24,0.177261,0.890738,0.694154,0.346731,0.395108,0.913976,0.165477,0.655584,0.71632,0.046052
7,15,0.12,1000,24,0.216892,0.908354,0.704043,0.326987,0.386248,0.842562,0.214821,0.660253,0.694554,0.050386
7,16,0.12,1000,24,0.194122,0.920572,0.697754,0.342341,0.388869,0.800533,0.188437,0.658916,0.705531,0.047138
7,17,0.12,1000,24,0.166591,0.875225,0.698761,0.342772,0.384878,0.815753,0.170953,0.657192,0.715916,0.048067
7,18,0.12,1000,24,0.1992,0.939132,0.686215,0.330453,0.384572,0.916705,0.202989,0.65885,0.714473,0.046078
7,19,0.12,1000,24,0.20639,0.941233,0.719833,0.334313,0.394502,0.862214,0.20208,0.658239,0.697466,0.049384
7,20,0.12,1000,24,0.180226,0.948595,0.710744,0.345389,0.383861,0.801677,0.168776,0.658864,0.713541,0.047629
8,1,0.12,1000,24,0.200711,0.922302,0.7282,0.344735,0.406425,0.871157,0.206063,0.659559,0.709376,0.042751
8,2,0.12,1000,24,0.199452,0.920253,0.725822,0.338457,0.393776,0.845483,0.1897,0.659783,0.722275,0.041768
8,3,0.12,1000,24,0.202524,0.902617,0.717503,0.340004,0.404011,0.847816,0.197054,0.657353,0.726781,0.04395
8,4,0.12,1000,24,0.198025,0.928517,0.700291,0.32888,0.393251,0.900281,0.20496,0.658905,0.718879,0.044697
8,5,0.12,1000,24,0.187257,0.924179,0.692956,0.325882,0.401014,0.832558,0.187978,0.659464,0.715794,0.043063
8,6,0.12,1000,24,0.190107,0.855719,0.701336,0.330909,0.395529,0.793675,0.185331,0.66036,0.710867,0.043943
8,7,0.12,1000,24,0.159405,0.847466,0.682535,0.34584,0.388597,0.775663,0.150661,0.660779,0.721671,0.044061
8,8,0.12,1000,24,0.156761,0.919181,0.699385,0.350803,0.387473,0.933303,0.148852,0.658989,0.728265,0.042572
8,9,0.12,1000,24,0.174539,0.829044,0.70965,0.34762,0.386399,0.816834,0.168887,0.659202,0.712099,0.042894
8,10,0.12,1000,24,0.176071,0.874209,0.694223,0.341653,0.379878,0.8674,0.167104,0.660808,0.712174,0.043673
8,11,0.12,1000,24,0.196898,0.897221,0.706382,0.338161,0.400656,0.875483,0.193928,0.658403,0.712594,0.043726
8,12,0.12,1000,24,0.190694,0.907449,0.737235,0.345244,0.407657,0.880113,0.177759,0.659895,0.726752,0.043053
8,13,0.12,1000,24,0.186176,0.926025,0.704512,0.343733,0.404214,0.913806,0.183953,0.657924,0.711709,0.043291
8,14,0.12,1000,24,0.184886,0.930455,0.707063,0.341732,0.394546,0.79795,0.176992,0.658126,0.731723,0.041572
8,15,0.12,1000,24,0.221156,0.915865,0.681424,0.336105,0.403565,0.815406,0.22255,0.657655,0.714559,0.044882
8,16,0.12,1000,24,0.182186,0.951936,0.691663,0.338245,0.38702,0.777117,0.17736,0.660109,0.725855,0.041543
8,17,0.12,1000,24,0.17063,0.90844,0.693528,0.342038,0.404075,0.892919,0.173168,0.656749,0.723496,0.044145
8,18,0.12,1000,24,0.192731,0.858258,0.730222,0.357044,0.403181,0.791103,0.185595,0.656433,0.728886,0.04137
8,19,0.12,1000,24,0.225375,0.896677,0.690153,0.330086,0.402411,0.861591,0.219166,0.658214,0.718885,0.044781
8,20,0.12,1000,24,0.180249,0.911365,0.68571,0.324173,0.387481,0.875365,0.182526,0.660737,0.715357,0.043737
9,1,0.12,1000,24,0.160215,0.881819,0.677227,0.347955,0.394707,0.878826,0.153938,0.657233,0.735052,0.039428
9,2,0.12,1000,24,0.161261,0.936535,0.699787,0.344099,0.405996,0.832381,0.163733,0.655498,0.737586,0.03889
9,3,0.12,1000,24,0.171794,0.911792,0.697048,0.337125,0.400341,0.851485,0.16977,0.659101,0.72826,0.039907
9,4,0.12,1000,24,0.182595,0.946213,0.698907,0.336793,0.404805,0.951726,0.18279,0.659597,0.719545,0.040085
9,5,0.12,1000,24,0.150649,0.901026,0.686412,0.356672,0.395807,0.787442,0.138032,0.657514,0.730219,0.039352
9,6,0.12,1000,24,0.204192,0.930116,0.709403,0.333136,0.395375,0.785717,0.190996,0.658707,0.716157,0.040684
9,7,0.12,1000,24,0.185955,0.851601,0.682857,0.34388,0.40347,0.824876,0.172087,0.65774,0.736798,0.040523
9,8,0.12,1000,24,0.184515,0.850995,0.690654,0.343418,0.391384,0.867059,0.183713,0.655424,0.746592,0.039553
9,9,0.12,1000,24,0.170286,0.892272,0.717895,0.353363,0.392993,0.85421,0.171489,0.657713,0.735306,0.038602
9,10,0.12,1000,24,0.15703,0.975055,0.694433,0.341767,0.390076,0.813417,0.141523,0.659704,0.735867,0.04062
9,11,0.12,1000,24,0.202841,0.884686,0.704489,0.339554,0.410847,0.87243,0.195265,0.660644,0.70755,0.039499
9,12,0.12,1000,24,0.180358,0.840064,0.679771,0.334981,0.396429,0.831372,0.171541,0.658553,0.726723,0.039992
9,13,0.12,1000,24,0.188753,0.887906,0.710722,0.349005,0.391928,0.872304,0.182342,0.657946,0.734305,0.040438
9,14,0.12,1000,24,0.161832,0.890194,0.698437,0.339611,0.391007,0.868766,0.153226,0.655804,0.743922,0.03977
9,15,0.12,1000,24,0.212719,0.924459,0.698036,0.333835,0.407565,0.791323,0.204178,0.657242,0.714662,0.042426
9,16,0.12,1000,24,0.197449,0.920104,0.684908,0.340842,0.412719,0.797069,0.199635,0.661102,0.731443,0.038862
9,17,0.12,1000,24,0.20141,0.873452,0.71782,0.344023,0.412898,0.866325,0.19873,0.657507,0.739929,0.040397
9,18,0.12,1000,24,0.177206,0.873108,0.701439,0.34415,0.398169,0.880069,0.177425,0.657572,0.741375,0.038359
9,19,0.12,1000,24,0.205417,0.895369,0.705545,0.322185,0.404482,0.799188,0.203386,0.657715,0.714507,0.042219
9,20,0.12,1000,24,0.168418,0.917034,0.690821,0.337768,0.401965,0.807423,0.162877,0.659274,0.739674,0.038853
10,1,0.12,1000,24,0.190433,0.853417,0.677881,0.336625,0.405531,0.815667,0.195564,0.657819,0.752883,0.037417
10,2,0.12,1000,24,0.176953,0.888504,0.660947,0.33363,0.40913,0.863183,0.179157,0.660659,0.748278,0.035891
10,3,0.12,1000,24,0.191263,0.879764,0.69672,0.333738,0.401389,0.850493,0.194437,0.657971,0.749579,0.037288
10,4,0.12,1000,24,0.189612,0.874363,0.723513,0.352281,0.409433,0.798459,0.18291,0.657737,0.735907,0.038917
10,5,0.12,1000,24,0.17946,0.930478,0.720162,0.34724,0.407543,0.866019,0.179411,0.659035,0.740512,0.03786
10,6,0.12,1000,24,0.183633,0.893286,0.700635,0.352388,0.402684,0.906512,0.170496,0.657903,0.728114,0.03795
10,7,0.12,1000,24,0.199646,0.858823,0.720046,0.337749,0.42025,0.83926,0.195541,0.656737,0.745916,0.037074
10,8,0.12,1000,24,0.181703,0.894114,0.711504,0.346745,0.402524,0.862462,0.16985,0.660579,0.751731,0.03586
10,9,0.12,1000,24,0.186574,0.865493,0.686396,0.332945,0.399943,0.821752,0.186338,0.66082,0.742327,0.036688
10,10,0.12,1000,24,0.195014,0.904142,0.713746,0.3398,0.396277,0.821306,0.172748,0.658196,0.733624,0.038841
10,11,0.12,1000,24,0.175121,0.94967,0.696325,0.329006,0.409565,0.793828,0.170537,0.658812,0.752192,0.036333
10,12,0.12,1000,24,0.204123,0.859462,0.703357,0.344529,0.407181,0.891147,0.194532,0.655226,0.738717,0.037409
10,13,0.12,1000,24,0.197792,0.875423,0.709293,0.350342,0.412034,0.787918,0.191626,0.658347,0.756981,0.037989
10,14,0.12,1000,24,0.18241,0.937899,0.720069,0.3268,0.394887,0.884284,0.180793,0.656378,0.761353,0.036815
10,15,0.12,1000,24,0.20134,0.9088,0.709685,0.338702,0.408363,0.839718,0.200303,0.658496,0.736886,0.037705
10,16,0.12,1000,24,0.191817,0.890861,0.709617,0.341693,0.417915,0.842735,0.181407,0.659501,0.739527,0.035921
10,17,0.12,1000,24,0.164342,0.871211,0.645141,0.331199,0.404287,0.839827,0.160278,0.658904,0.751722,0.036238
10,18,0.12,1000,24,0.179949,0.913721,0.70778,0.34146,0.412871,0.878099,0.180635,0.658309,0.741019,0.035716
10,19,0.12,1000,24,0.191721,0.908825,0.721251,0.339064,0.416826,0.842545,0.173398,0.658894,0.723405,0.039087
10,20,0.12,1000,24,0.15833,0.889142,0.693409,0.350886,0.395251,0.840901,0.151557,0.658912,0.755657,0.03714
11,1,0.12,1000,24,0.164583,0.943975,0.669788,0.327111,0.398897,0.820724,0.155001,0.657362,0.75912,0.03369
11,2,0.12,1000,24,0.171105,0.934722,0.690407,0.335829,0.402639,0.791864,0.174976,0.660572,0.76303,0.034652
11,3,0.12,1000,24,0.180263,0.921581,0.701365,0.342183,0.397891,0.795649,0.176461,0.656822,0.744786,0.035953
11,4,0.12,1000,24,0.175681,0.934114,0.674965,0.339859,0.409289,0.827661,0.167644,0.658027,0.739867,0.038771
11,5,0.12,1000,24,0.179863,0.91672,0.713867,0.345692,0.40547,0.826907,0.166949,0.657674,0.754478,0.035865
11,6,0.12,1000,24,0.19003,0.895255,0.662841,0.326377,0.40979,0.900501,0.178485,0.660094,0.75023,0.035247
11,7,0.12,1000,24,0.183858,0.957437,0.704049,0.330401,0.405425,0.881766,0.176273,0.655832,0.748695,0.034569
11,8,0.12,1000,24,0.181737,0.925543,0.696479,0.347803,0.402441,0.831062,0.182367,0.659213,0.75469,0.035108
11,9,0.12,1000,24,0.150069,0.912568,0.70909,0.340797,0.398103,0.860252,0.144168,0.660457,0.755836,0.034672
11,10,0.12,1000,24,0.182497,0.927654,0.691318,0.341591,0.39177,0.853923,0.159127,0.658062,0.755872,0.036222
11,11,0.12,1000,24,0.178435,0.888613,0.707924,0.34892,0.404978,0.839873,0.170781,0.656713,0.755868,0.035318
11,12,0.12,1000,24,0.172827,0.912292,0.720716,0.356115,0.411308,0.89275,0.16973,0.658097,0.758095,0.035552
11,13,0.12,1000,24,0.197117,0.95629,0.683356,0.332463,0.411414,0.874932,0.192306,0.658787,0.744442,0.03656
11,14,0.12,1000,24,0.239096,0.915529,0.741255,0.335919,0.393431,0.835261,0.227865,0.6572,0.740796,0.035556
11,15,0.12,1000,24,0.179365,0.934905,0.678751,0.338992,0.41342,0.878786,0.172392,0.658208,0.760409,0.035746
11,16,0.12,1000,24,0.170898,0.878611,0.67042,0.343372,0.402999,0.821049,0.162309,0.660532,0.77027,0.033443
11,17,0.12,1000,24,0.189485,0.895749,0.696574,0.335711,0.412417,0.936637,0.181944,0.660362,0.75588,0.03528
11,18,0.12,1000,24,0.177313,0.901354,0.691308,0.339673,0.401334,0.861098,0.178524,0.656156,0.756686,0.034736
11,19,0.12,1000,24,0.206106,0.936362,0.744603,0.340498,0.410933,0.838169,0.20161,0.659235,0.750637,0.036357
11,20,0.12,1000,24,0.176233,0.933047,0.656896,0.319639,0.402606,0.763289,0.177759,0.659182,0.769754,0.034802
12,1,0.12,1000,24,0.210259,0.859573,0.70574,0.329396,0.408956,0.775883,0.204713,0.657557,0.750384,0.032423
12,2,0.12,1000,24,0.192037,0.976461,0.702896,0.347708,0.418243,0.862775,0.192512,0.661019,0.758977,0.032109
12,3,0.12,1000,24,0.179525,0.886273,0.695337,0.352142,0.400615,0.909074,0.182051,0.659427,0.759453,0.034648
12,4,0.12,1000,24,0.182049,0.896571,0.725474,0.338079,0.41878,0.847962,0.18607,0.65839,0.760331,0.034883
12,5,0.12,1000,24,0.150111,0.922119,0.665522,0.340361,0.409369,0.859557,0.147116,0.658893,0.770714,0.033845
12,6,0.12,1000,24,0.193734,0.926544,0.699605,0.334738,0.403048,0.860712,0.189617,0.660972,0.74632,0.033215
12,7,0.12,1000,24,0.194177,0.956232,0.695314,0.338704,0.407498,0.794856,0.187174,0.658171,0.761375,0.032886
12,8,0.12,1000,24,0.169657,0.903221,0.677221,0.349033,0.409043,0.789544,0.166051,0.65653,0.755268,0.034522
12,9,0.12,1000,24,0.195062,0.969366,0.734558,0.356599,0.416534,0.842421,0.189893,0.658404,0.756081,0.033362
12,10,0.12,1000,24,0.174397,0.896812,0.677742,0.341624,0.392181,0.848028,0.160908,0.660311,0.764074,0.035281
12,11,0.12,1000,24,0.168779,0.926773,0.686281,0.337345,0.414287,0.881456,0.165759,0.655598,0.768839,0.032193
12,12,0.12,1000,24,0.177348,0.937498,0.714463,0.340451,0.403958,0.84409,0.181273,0.657091,0.774681,0.033542
12,13,0.12,1000,24,0.20203,0.888882,0.675973,0.313229,0.411991,0.828874,0.204937,0.658242,0.767346,0.035201
12,14,0.12,1000,24,0.183913,0.886133,0.68208,0.332885,0.406969,0.886856,0.178145,0.659601,0.762725,0.034497
12,15,0.12,1000,24,0.174754,0.927582,0.667497,0.332047,0.42312,0.877436,0.169626,0.657878,0.76872,0.032461
12,16,0.12,1000,24,0.19828,0.938031,0.699848,0.341706,0.411759,0.922721,0.188724,0.659877,0.765925,0.032978
12,17,0.12,1000,24,0.134529,0.926755,0.699282,0.348901,0.405131,0.821409,0.144661,0.659687,0.769122,0.034654
12,18,0.12,1000,24,0.182963,0.941012,0.707197,0.344692,0.406487,0.843468,0.180125,0.658563,0.772909,0.032909
12,19,0.12,1000,24,0.220843,0.931964,0.712483,0.327843,0.410208,0.774518,0.21489,0.657795,0.761718,0.034472
12,20,0.12,1000,24,0.188867,0.981577,0.721209,0.341224,0.404573,0.916049,0.187659,0.65918,0.759292,0.033213
3,1,0.2,1000,24,0.199285,0.899447,0.715862,0.350306,0.308181,0.748239,0.201145,0.655561,0.572913,0.147308
3,2,0.2,1000,24,0.196802,0.891561,0.691692,0.330265,0.307415,0.729959,0.178443,0.662506,0.585694,0.146949
3,3,0.2,1000,24,0.189588,0.888996,0.6957,0.338482,0.311633,0.821165,0.199317,0.658717,0.598141,0.148374
3,4,0.2,1000,24,0.181001,0.911186,0.688831,0.337169,0.318926,0.876518,0.187986,0.656498,0.586927,0.1488
3,5,0.2,1000,24,0.169642,0.952161,0.707312,0.343215,0.312768,0.864188,0.162547,0.657224,0.601122,0.144239
3,6,0.2,1000,24,0.191731,0.879529,0.705025,0.330697,0.305805,0.776656,0.202243,0.660656,0.599012,0.146213
3,7,0.2,1000,24,0.1989,0.862525,0.725131,0.337991,0.318181,0.820522,0.182624,0.657821,0.571569,0.150661
3,8,0.2,1000,24,0.190709,0.897976,0.690607,0.331359,0.316187,0.792536,0.191175,0.659477,0.593908,0.149449
3,9,0.2,1000,24,0.195324,0.916343,0.728424,0.35335,0.311215,0.77339,0.179192,0.659162,0.578711,0.147408
3,10,0.2,1000,24,0.171966,0.883142,0.681828,0.35272,0.311511,0.857246,0.167817,0.656536,0.582927,0.147908
3,11,0.2,1000,24,0.185593,0.874676,0.704362,0.342563,0.316225,0.717049,0.204076,0.658205,0.59397,0.149769
3,12,0.2,1000,24,0.201603,0.947253,0.701864,0.332267,0.326322,0.786428,0.187955,0.657267,0.585596,0.148625
3,13,0.2,1000,24,0.178354,0.881868,0.695811,0.341529,0.310143,0.858254,0.157626,0.656748,0.604617,0.144333
3,14,0.2,1000,24,0.209063,0.921271,0.702404,0.337707,0.318392,0.842087,0.196373,0.657637,0.602959,0.14452
3,15,0.2,1000,24,0.208938,0.87081,0.728612,0.328808,0.301412,0.779773,0.196075,0.658531,0.608492,0.148182
3,16,0.2,1000,24,0.179751,0.895904,0.71728,0.338153,0.315654,0.843457,0.181126,0.65743,0.591918,0.149116
3,17,0.2,1000,24,0.187262,0.913907,0.682177,0.335759,0.312887,0.809559,0.187424,0.658923,0.620932,0.14469
3,18,0.2,1000,24,0.172302,0.940867,0.700716,0.352545,0.302031,0.780405,0.15363,0.65817,0.601312,0.143026
3,19,0.2,1000,24,0.190438,0.900192,0.688106,0.329142,0.322369,0.777362,0.184319,0.65836,0.596371,0.146406
3,20,0.2,1000,24,0.172375,0.948731,0.681663,0.325335,0.307817,0.768807,0.173874,0.658758,0.598148,0.150779
4,1,0.2,1000,24,0.167106,0.897292,0.690858,0.336071,0.336509,0.794566,0.173275,0.658455,0.60438,0.113037
4,2,0.2,1000,24,0.192672,0.895822,0.681631,0.323568,0.350619,0.814663,0.194763,0.65808,0.595083,0.116322
4,3,0.2,1000,24,0.173476,0.889261,0.676033,0.333842,0.338234,0.842549,0.183659,0.657634,0.608983,0.114393
4,4,0.2,1000,24,0.182376,0.929858,0.688787,0.334518,0.346187,0.777193,0.161899,0.658082,0.60964,0.112164
4,5,0.2,1000,24,0.174869,0.914368,0.696645,0.340914,0.343332,0.802282,0.189336,0.656172,0.612499,0.114759
4,6,0.2,1000,24,0.167619,0.796796,0.680982,0.344375,0.349564,0.78839,0.168277,0.658669,0.608538,0.114845
4,7,0.2,1000,24,0.171459,0.926968,0.688404,0.335294,0.342996,0.85796,0.173183,0.65652,0.604382,0.116171
4,8,0.2,1000,24,0.213372,0.881299,0.678091,0.314061,0.34931,0.813843,0.201603,0.658177,0.578451,0.116223
4,9,0.2,1000,24,0.191489,0.895676,0.698012,0.3299,0.337255,0.807988,0.1802,0.662716,0.579109,0.114889
4,10,0.2,1000,24,0.178615,0.890074,0.708224,0.344199,0.330597,0.906984,0.176265,0.66005,0.575683,0.11631
4,11,0.2,1000,24,0.16422,0.89155,0.65219,0.333265,0.352746,0.775757,0.155874,0.659089,0.611129,0.113331
4,12,0.2,1000,24,0.208394,0.938918,0.693039,0.332185,0.351743,0.816833,0.196321,0.656769,0.593637,0.114837
4,13,0.2,1000,24,0.201716,0.905899,0.69646,0.338522,0.349344,0.760912,0.193291,0.658098,0.606952,0.113939
4,14,0.2,1000,24,0.207841,0.899804,0.708118,0.34991,0.346459,0.805209,0.20392,0.657381,0.629511,0.112545
4,15,0.2,1000,24,0.218499,0.945946,0.727609,0.348879,0.346626,0.853181,0.193857,0.658996,0.57682,0.116958
4,16,0.2,1000,24,0.215392,0.900748,0.729032,0.32995,0.359596,0.831304,0.218483,0.659104,0.591083,0.113948
4,17,0.2,1000,24,0.191851,0.896594,0.716881,0.333135,0.349386,0.896294,0.208292,0.65858,0.611426,0.115238
4,18,0.2,1000,24,0.193834,0.918165,0.730699,0.341886,0.354357,0.819114,0.197989,0.656156,0.614393,0.113068
4,19,0.2,1000,24,0.195647,0.973669,0.745051,0.348962,0.337183,0.888983,0.187864,0.65651,0.584622,0.119154
4,20,0.2,1000,24,0.178232,0.915124,0.696433,0.338869,0.343877,0.785699,0.170269,0.658651,0.605148,0.11149
5,1,0.2,1000,24,0.1869,0.909948,0.697147,0.339637,0.369849,0.907476,0.183255,0.656703,0.603594,0.093373
5,2,0.2,1000,24,0.172919,0.902784,0.676547,0.330528,0.353571,0.823407,0.160641,0.660124,0.620852,0.092274
5,3,0.2,1000,24,0.170046,0.856473,0.693975,0.345332,0.359551,0.896616,0.174245,0.658705,0.600451,0.095299
5,4,0.2,1000,24,0.189702,0.95206,0.713519,0.342197,0.364198,0.832434,0.189234,0.658571,0.617865,0.093012
5,5,0.2,1000,24,0.187194,0.908306,0.701742,0.330593,0.372868,0.839822,0.180132,0.660815,0.621736,0.092205
5,6,0.2,1000,24,0.195975,0.927336,0.734864,0.352692,0.369256,0.834455,0.185534,0.655602,0.622294,0.095314
5,7,0.2,1000,24,0.192924,0.882962,0.690235,0.336017,0.364408,0.767419,0.204081,0.659553,0.606964,0.099117
5,8,0.2,1000,24,0.209839,0.919501,0.67748,0.318797,0.380776,0.888342,0.204894,0.657309,0.614549,0.096368
5,9,0.2,1000,24,0.195195,0.907128,0.701801,0.336093,0.368949,0.818815,0.177534,0.659671,0.599312,0.097628
5,10,0.2,1000,24,0.185515,0.976018,0.68545,0.342383,0.360241,0.847977,0.17857,0.65912,0.60199,0.095458
5,11,0.2,1000,24,0.200079,0.931287,0.726203,0.338127,0.369963,0.78101,0.20031,0.657666,0.603203,0.094146
5,12,0.2,1000,24,0.207474,0.862136,0.708492,0.3394,0.353667,0.823251,0.216425,0.658319,0.586703,0.096373
5,13,0.2,1000,24,0.213179,0.885443,0.742464,0.339251,0.375742,0.880064,0.205237,0.656191,0.624189,0.092753
5,14,0.2,1000,24,0.180178,0.873998,0.673663,0.330903,0.358886,0.797687,0.178107,0.657948,0.627973,0.093221
5,15,0.2,1000,24,0.204816,0.879143,0.668497,0.333027,0.37027,0.812196,0.190247,0.65969,0.595559,0.096316
5,16,0.2,1000,24,0.174611,0.874802,0.682304,0.338367,0.367624,0.855052,0.164643,0.65797,0.631526,0.093548
