topology,seed,noise,gamma,tick,size,lr2,mean_self,max_self,p95_self,std_self,mean_phi,max_phi,mean_R,mean_T,mean_E,mean_err,mean_self_pred_err
moore,11,0.12,0.1,1000,24,0.003,0.178451,0.953782,0.72193,0.341038,0.283278,0.731171,0.101848,0.66445,0.734895,0.060081,0.028239
moore,12,0.12,0.1,1000,24,0.003,0.205358,0.902911,0.718426,0.334649,0.281664,0.719572,0.134375,0.665224,0.712215,0.060611,0.027706
moore,13,0.12,0.1,1000,24,0.003,0.19868,0.889138,0.689871,0.340046,0.274867,0.75322,0.123777,0.6635,0.698354,0.062607,0.028571
moore,14,0.12,0.1,1000,24,0.003,0.214664,0.901604,0.704624,0.323742,0.280221,0.786771,0.120053,0.661609,0.686159,0.063482,0.027692
moore,15,0.12,0.1,1000,24,0.003,0.225671,0.942789,0.729714,0.331723,0.294878,0.740742,0.133363,0.664665,0.699257,0.061668,0.028343
moore,16,0.12,0.1,1000,24,0.003,0.212882,0.944534,0.727828,0.339011,0.284052,0.72508,0.123492,0.661783,0.706903,0.061631,0.028487
moore,17,0.12,0.1,1000,24,0.003,0.203824,0.945729,0.725765,0.336499,0.288498,0.71128,0.120408,0.665047,0.703685,0.063295,0.028105
moore,18,0.12,0.1,1000,24,0.003,0.216961,0.938974,0.74134,0.345956,0.269995,0.746597,0.117452,0.66158,0.723193,0.059296,0.028062
moore,19,0.12,0.1,1000,24,0.003,0.194696,0.939546,0.723293,0.3423,0.26624,0.725142,0.113751,0.662077,0.72221,0.062096,0.028194
moore,20,0.12,0.1,1000,24,0.003,0.250292,0.943547,0.714944,0.324256,0.296542,0.693674,0.144814,0.662328,0.688807,0.061628,0.028457
moore,1,0.2,0.1,1000,24,0.003,0.207079,0.8974,0.704474,0.332811,0.248175,0.707128,0.112714,0.664559,0.634123,0.09668,0.042346
moore,2,0.2,0.1,1000,24,0.003,0.197195,0.877688,0.685877,0.339758,0.267616,0.691746,0.096386,0.663824,0.611564,0.097638,0.041748
moore,3,0.2,0.1,1000,24,0.003,0.202487,0.884557,0.713296,0.33168,0.257897,0.750353,0.107387,0.662864,0.633984,0.096461,0.041869
moore,4,0.2,0.1,1000,24,0.003,0.218284,0.948692,0.712257,0.315908,0.260879,0.676395,0.124264,0.663379,0.620595,0.098213,0.042032
moore,5,0.2,0.1,1000,24,0.003,0.217505,0.870273,0.711445,0.339769,0.255529,0.80471,0.103512,0.661635,0.631155,0.100272,0.042451
moore,6,0.2,0.1,1000,24,0.003,0.218565,0.902021,0.737358,0.339534,0.259938,0.77705,0.101872,0.662611,0.60183,0.09882,0.042047
moore,7,0.2,0.1,1000,24,0.003,0.212252,0.92,0.714621,0.332551,0.255656,0.726294,0.130697,0.664183,0.618819,0.096699,0.0414
moore,8,0.2,0.1,1000,24,0.003,0.205449,0.916517,0.709303,0.327472,0.25237,0.776537,0.098956,0.66504,0.63467,0.096348,0.042068
moore,9,0.2,0.1,1000,24,0.003,0.220536,0.920375,0.744911,0.339432,0.251336,0.799043,0.132631,0.663744,0.621496,0.09801,0.04218
moore,10,0.2,0.1,1000,24,0.003,0.226967,0.896646,0.714834,0.324406,0.259432,0.773278,0.119375,0.662866,0.617138,0.097735,0.040606
moore,11,0.2,0.1,1000,24,0.003,0.17923,0.931582,0.715632,0.341292,0.257679,0.646157,0.091937,0.664565,0.652943,0.094567,0.042144
moore,12,0.2,0.1,1000,24,0.003,0.205885,0.927171,0.727177,0.336299,0.253599,0.665895,0.126487,0.665965,0.623422,0.095275,0.041093
moore,13,0.2,0.1,1000,24,0.003,0.190621,0.922794,0.679013,0.33548,0.24721,0.791991,0.104446,0.663954,0.618892,0.099646,0.04235
moore,14,0.2,0.1,1000,24,0.003,0.215222,0.885042,0.702548,0.325158,0.254938,0.692467,0.102792,0.662828,0.595534,0.100753,0.040777
moore,15,0.2,0.1,1000,24,0.003,0.229849,0.904805,0.735907,0.337602,0.268884,0.754022,0.11898,0.665314,0.610111,0.098491,0.042044
moore,16,0.2,0.1,1000,24,0.003,0.215174,0.921277,0.718715,0.337688,0.254937,0.653154,0.111349,0.661983,0.625869,0.09762,0.042373
moore,17,0.2,0.1,1000,24,0.003,0.198539,0.888346,0.697174,0.336289,0.260731,0.682702,0.102981,0.666821,0.619029,0.099828,0.041683
moore,18,0.2,0.1,1000,24,0.003,0.221614,0.934524,0.753939,0.350469,0.245497,0.67036,0.109242,0.661966,0.645238,0.093516,0.041671
moore,19,0.2,0.1,1000,24,0.003,0.197496,0.924608,0.727063,0.338425,0.241917,0.681592,0.10605,0.663311,0.644213,0.097708,0.04194
moore,20,0.2,0.1,1000,24,0.003,0.251246,0.977487,0.721032,0.324865,0.268666,0.725238,0.128747,0.661969,0.591783,0.097306,0.042685
moore,1,0.3,0.1,1000,24,0.003,0.210508,0.899768,0.7117,0.332359,0.236583,0.737728,0.107781,0.665291,0.598458,0.142162,0.060618
moore,2,0.3,0.1,1000,24,0.003,0.203876,0.893314,0.701944,0.336112,0.25775,0.674449,0.095525,0.66488,0.56944,0.143329,0.059434
moore,3,0.3,0.1,1000,24,0.003,0.206088,0.897491,0.700442,0.331887,0.246846,0.752988,0.105796,0.663674,0.592897,0.141507,0.059724
moore,4,0.3,0.1,1000,24,0.003,0.220507,0.915302,0.708811,0.314076,0.250978,0.700406,0.12161,0.664173,0.576532,0.144394,0.060173
moore,5,0.3,0.1,1000,24,0.003,0.220339,0.861925,0.707564,0.340067,0.245436,0.806619,0.101237,0.661619,0.593167,0.14715,0.060739
moore,6,0.3,0.1,1000,24,0.003,0.223557,0.94923,0.733166,0.337066,0.25018,0.750996,0.095139,0.66287,0.557688,0.145378,0.060464
moore,7,0.3,0.1,1000,24,0.003,0.213808,0.910721,0.725692,0.334245,0.243247,0.709409,0.127252,0.664457,0.580678,0.141546,0.058971
moore,8,0.3,0.1,1000,24,0.003,0.204779,0.919422,0.694227,0.324035,0.241045,0.671069,0.092035,0.665143,0.59828,0.140851,0.060056
moore,9,0.3,0.1,1000,24,0.003,0.217257,0.921256,0.74553,0.334081,0.239641,0.737187,0.124901,0.663971,0.589382,0.144876,0.060491
moore,10,0.3,0.1,1000,24,0.003,0.226352,0.904891,0.706046,0.324961,0.24775,0.725477,0.111935,0.66343,0.5773,0.143746,0.05785
moore,11,0.3,0.1,1000,24,0.003,0.179957,0.957209,0.706079,0.340499,0.246637,0.65782,0.089023,0.664183,0.614329,0.138642,0.060407
moore,12,0.3,0.1,1000,24,0.003,0.204813,0.901723,0.723737,0.337997,0.241431,0.660506,0.123308,0.665944,0.584469,0.139498,0.058713
moore,13,0.3,0.1,1000,24,0.003,0.18756,0.935704,0.693941,0.331818,0.235604,0.800927,0.097541,0.664152,0.584215,0.146806,0.060425
moore,14,0.3,0.1,1000,24,0.003,0.217042,0.888305,0.697269,0.327193,0.244759,0.604769,0.096688,0.663368,0.555576,0.148085,0.057984
moore,15,0.3,0.1,1000,24,0.003,0.233773,0.898087,0.736869,0.343616,0.25743,0.746311,0.114344,0.665246,0.569182,0.145482,0.060074
moore,16,0.3,0.1,1000,24,0.003,0.2186,0.91805,0.735509,0.3377,0.243046,0.65276,0.108452,0.662109,0.589395,0.143487,0.060626
moore,17,0.3,0.1,1000,24,0.003,0.195415,0.912882,0.698979,0.338107,0.248767,0.658295,0.095371,0.666976,0.582682,0.146255,0.059542
moore,18,0.3,0.1,1000,24,0.003,0.224654,0.928123,0.758768,0.351757,0.235495,0.60869,0.107363,0.662181,0.609947,0.137174,0.059526
moore,19,0.3,0.1,1000,24,0.003,0.198389,0.937671,0.741685,0.336598,0.232666,0.675041,0.104117,0.663721,0.607666,0.143058,0.059975
moore,20,0.3,0.1,1000,24,0.003,0.251217,0.971716,0.714684,0.324817,0.256365,0.737705,0.122014,0.662104,0.549861,0.142841,0.061278
moore,1,0.04,0.2,1000,24,0.003,0.210513,0.91416,0.686399,0.31832,0.371093,0.781855,0.175667,0.663391,0.921367,0.030393,0.017519
moore,2,0.04,0.2,1000,24,0.003,0.193299,0.90309,0.716885,0.339435,0.366339,0.816694,0.15097,0.661584,0.920161,0.030446,0.01767
moore,3,0.04,0.2,1000,24,0.003,0.18476,0.871506,0.683052,0.323178,0.364875,0.744891,0.138906,0.662716,0.927451,0.030335,0.017558
moore,4,0.04,0.2,1000,24,0.003,0.209567,0.952116,0.68895,0.334534,0.369612,0.860561,0.169562,0.661099,0.923162,0.030337,0.017567
moore,5,0.04,0.2,1000,24,0.003,0.222559,0.888661,0.733436,0.337181,0.367418,0.804637,0.169652,0.662365,0.917668,0.031134,0.017502
moore,6,0.04,0.2,1000,24,0.003,0.208567,0.950615,0.733422,0.342568,0.366143,0.800274,0.180279,0.66286,0.918237,0.030708,0.017315
moore,7,0.04,0.2,1000,24,0.003,0.18826,0.967135,0.726151,0.349959,0.375522,0.878361,0.151598,0.66122,0.918947,0.030813,0.017883
moore,8,0.04,0.2,1000,24,0.003,0.22361,0.896138,0.732668,0.331836,0.373674,0.814596,0.178812,0.662202,0.918157,0.031054,0.017799
moore,9,0.04,0.2,1000,24,0.003,0.211168,0.902049,0.713917,0.332831,0.364758,0.916333,0.169178,0.665873,0.918978,0.029599,0.017577
moore,10,0.04,0.2,1000,24,0.003,0.214543,0.9228,0.689849,0.329452,0.372645,0.809866,0.166911,0.661145,0.920652,0.030412,0.0174
moore,11,0.04,0.2,1000,24,0.003,0.180233,0.88512,0.675268,0.332,0.367143,0.839032,0.144662,0.662022,0.928811,0.03032,0.017447
moore,12,0.04,0.2,1000,24,0.003,0.199574,0.925245,0.67571,0.334574,0.366518,0.878179,0.156708,0.663464,0.923356,0.030556,0.017287
moore,13,0.04,0.2,1000,24,0.003,0.222355,0.904024,0.729531,0.349795,0.370515,0.76979,0.182407,0.663215,0.913539,0.030423,0.017836
moore,14,0.04,0.2,1000,24,0.003,0.226623,0.883893,0.730127,0.332833,0.363064,0.857613,0.184498,0.661239,0.91578,0.03079,0.017564
moore,15,0.04,0.2,1000,24,0.003,0.221053,0.899067,0.750066,0.327529,0.375599,0.803621,0.178227,0.66511,0.918413,0.030061,0.017756
moore,16,0.04,0.2,1000,24,0.003,0.235318,0.957898,0.739417,0.33066,0.382413,0.863455,0.187366,0.662725,0.918537,0.030467,0.017728
moore,17,0.04,0.2,1000,24,0.003,0.204719,0.905552,0.733484,0.340073,0.375506,0.875706,0.167766,0.662263,0.917177,0.031155,0.017616
moore,18,0.04,0.2,1000,24,0.003,0.206295,0.953401,0.736231,0.343966,0.357517,0.849366,0.154124,0.662525,0.922933,0.029737,0.017397
moore,19,0.04,0.2,1000,24,0.003,0.197128,0.953992,0.721746,0.353143,0.356947,0.790416,0.153045,0.661181,0.918879,0.030964,0.017465
moore,20,0.04,0.2,1000,24,0.003,0.23226,0.911968,0.730245,0.329326,0.378816,0.794695,0.183419,0.6634,0.920285,0.030951,0.017295
moore,1,0.08,0.2,1000,24,0.003,0.21485,0.957635,0.711747,0.326178,0.314682,0.70635,0.154424,0.664742,0.797877,0.044575,0.022221
moore,2,0.08,0.2,1000,24,0.003,0.194312,0.914973,0.70774,0.340496,0.322468,0.743284,0.124228,0.663368,0.792884,0.045078,0.022265
moore,3,0.08,0.2,1000,24,0.003,0.199167,0.918042,0.714356,0.322423,0.316893,0.713396,0.129308,0.663437,0.806819,0.044702,0.022216
moore,4,0.08,0.2,1000,24,0.003,0.215265,0.978863,0.686816,0.324799,0.318438,0.811659,0.148361,0.662848,0.799652,0.045026,0.02213
moore,5,0.08,0.2,1000,24,0.003,0.222923,0.904673,0.71325,0.337838,0.314964,0.776121,0.13783,0.662899,0.794475,0.046179,0.022276
moore,6,0.08,0.2,1000,24,0.003,0.214717,0.911246,0.716901,0.337661,0.316955,0.755478,0.148268,0.664425,0.786738,0.045338,0.02191
moore,7,0.08,0.2,1000,24,0.003,0.206285,0.921889,0.72037,0.33981,0.322607,0.753624,0.147701,0.662913,0.791523,0.045143,0.02228
moore,8,0.08,0.2,1000,24,0.003,0.217722,0.95148,0.736441,0.334145,0.315412,0.793541,0.141954,0.664583,0.795374,0.04523,0.022371
moore,9,0.08,0.2,1000,24,0.003,0.228295,0.955133,0.737647,0.34048,0.314382,0.870144,0.160352,0.666456,0.785667,0.044166,0.022146
moore,10,0.08,0.2,1000,24,0.003,0.227506,0.913058,0.726558,0.325416,0.322127,0.807544,0.151438,0.663386,0.792521,0.044954,0.021788
moore,11,0.08,0.2,1000,24,0.003,0.185277,0.917234,0.713402,0.334929,0.317066,0.796625,0.121661,0.66464,0.814266,0.044128,0.022115
moore,12,0.08,0.2,1000,24,0.003,0.210945,0.86312,0.711364,0.330569,0.316325,0.785625,0.148638,0.665924,0.800709,0.04452,0.02182
moore,13,0.08,0.2,1000,24,0.003,0.215664,0.86568,0.718829,0.341503,0.311559,0.749542,0.152235,0.66518,0.782493,0.045374,0.02249
moore,14,0.08,0.2,1000,24,0.003,0.223134,0.922848,0.721564,0.326912,0.313812,0.763208,0.147557,0.661858,0.778872,0.046046,0.021952
moore,15,0.08,0.2,1000,24,0.003,0.230225,0.952243,0.738166,0.32883,0.328366,0.778557,0.156526,0.66565,0.787565,0.044628,0.022311
moore,16,0.08,0.2,1000,24,0.003,0.224057,0.955112,0.727362,0.33607,0.323024,0.85036,0.149221,0.663232,0.790699,0.044974,0.022364
moore,17,0.08,0.2,1000,24,0.003,0.212071,0.930272,0.713784,0.337907,0.323672,0.774182,0.14326,0.664371,0.790259,0.046214,0.022128
moore,18,0.08,0.2,1000,24,0.003,0.219944,0.916396,0.745644,0.341179,0.303382,0.791878,0.134566,0.662679,0.802315,0.043454,0.022036
moore,19,0.08,0.2,1000,24,0.003,0.200221,0.966826,0.726956,0.348912,0.300437,0.769026,0.13081,0.662637,0.800705,0.045491,0.022101
moore,20,0.08,0.2,1000,24,0.003,0.252313,0.915486,0.727983,0.324001,0.331293,0.74054,0.165976,0.663907,0.785644,0.045176,0.022127
moore,1,0.12,0.2,1000,24,0.003,0.214508,0.938097,0.717285,0.330295,0.279893,0.663401,0.135103,0.665309,0.71207,0.061358,0.028375
moore,2,0.12,0.2,1000,24,0.003,0.199106,0.903211,0.706081,0.340315,0.294946,0.657735,0.11051,0.664174,0.700628,0.0621,0.02823
moore,3,0.12,0.2,1000,24,0.003,0.205241,0.8786,0.697922,0.328806,0.287051,0.751596,0.119862,0.663637,0.718379,0.061446,0.02824
moore,4,0.12,0.2,1000,24,0.003,0.221613,0.975472,0.70843,0.318383,0.288595,0.715219,0.137703,0.663649,0.709498,0.062214,0.028176
moore,5,0.12,0.2,1000,24,0.003,0.222893,0.881081,0.711595,0.338951,0.284281,0.783177,0.120009,0.663159,0.710354,0.06365,0.028461
moore,6,0.12,0.2,1000,24,0.003,0.220415,0.9117,0.74464,0.3374,0.287804,0.724594,0.126574,0.664477,0.692507,0.062601,0.028036
moore,7,0.12,0.2,1000,24,0.003,0.215485,0.887837,0.722539,0.333681,0.288639,0.73404,0.143162,0.664374,0.701093,0.061828,0.028074
moore,8,0.12,0.2,1000,24,0.003,0.21573,0.955357,0.735865,0.332122,0.282617,0.772111,0.121298,0.666011,0.711994,0.061736,0.028366
moore,9,0.12,0.2,1000,24,0.003,0.231162,0.955222,0.745778,0.343041,0.282261,0.872207,0.150317,0.665988,0.696484,0.061468,0.028234
moore,10,0.12,0.2,1000,24,0.003,0.23414,0.885924,0.722639,0.32274,0.290486,0.807987,0.139524,0.664099,0.700948,0.062014,0.027517
moore,11,0.12,0.2,1000,24,0.003,0.188264,0.957052,0.725256,0.339514,0.287086,0.727108,0.109119,0.666056,0.731509,0.060362,0.028234
moore,12,0.12,0.2,1000,24,0.003,0.215015,0.905857,0.71294,0.332484,0.284669,0.700372,0.140786,0.666888,0.709457,0.060869,0.027708
moore,13,0.12,0.2,1000,24,0.003,0.207892,0.890922,0.693574,0.339303,0.278087,0.769552,0.13002,0.665273,0.695204,0.062903,0.028558
moore,14,0.12,0.2,1000,24,0.003,0.222022,0.898343,0.710717,0.323061,0.283667,0.78583,0.125166,0.663085,0.682627,0.063759,0.027691
moore,15,0.12,0.2,1000,24,0.003,0.235095,0.94371,0.730345,0.329211,0.298757,0.758532,0.140557,0.666517,0.695552,0.06195,0.028316
moore,16,0.12,0.2,1000,24,0.003,0.221419,0.93913,0.732622,0.337312,0.287586,0.74936,0.129663,0.663472,0.703282,0.061987,0.028457
moore,17,0.12,0.2,1000,24,0.003,0.211836,0.950787,0.729608,0.33552,0.291599,0.713567,0.12562,0.666744,0.701027,0.063575,0.028078
moore,18,0.12,0.2,1000,24,0.003,0.225811,0.936116,0.749204,0.344532,0.273183,0.747451,0.123149,0.663292,0.720146,0.059593,0.028046
moore,19,0.12,0.2,1000,24,0.003,0.204709,0.943676,0.729333,0.340227,0.269467,0.737582,0.120633,0.66386,0.719183,0.062349,0.028162
moore,20,0.12,0.2,1000,24,0.003,0.258215,0.948416,0.720108,0.32307,0.299952,0.701826,0.150696,0.664043,0.68548,0.061985,0.028413
moore,1,0.2,0.2,1000,24,0.003,0.216203,0.893651,0.707834,0.330998,0.250888,0.713026,0.118585,0.666104,0.630479,0.097142,0.042316
moore,2,0.2,0.2,1000,24,0.003,0.207444,0.880365,0.691013,0.337313,0.271003,0.694537,0.102406,0.665562,0.607168,0.098198,0.041727
moore,3,0.2,0.2,1000,24,0.003,0.211542,0.886051,0.721637,0.330762,0.260982,0.754659,0.113366,0.664536,0.629634,0.096968,0.041855
moore,4,0.2,0.2,1000,24,0.003,0.227569,0.947439,0.715197,0.313516,0.264007,0.679738,0.129896,0.664937,0.616519,0.098668,0.041971
moore,5,0.2,0.2,1000,24,0.003,0.226623,0.876277,0.714177,0.33842,0.258835,0.81055,0.109663,0.663412,0.626159,0.100633,0.042412
moore,6,0.2,0.2,1000,24,0.003,0.226919,0.907415,0.742648,0.338111,0.263301,0.782206,0.107723,0.664478,0.597449,0.099333,0.042025
moore,7,0.2,0.2,1000,24,0.003,0.221291,0.926834,0.717589,0.330999,0.258926,0.721339,0.136335,0.665918,0.614518,0.097211,0.041364
moore,8,0.2,0.2,1000,24,0.003,0.214185,0.917563,0.714204,0.326648,0.255563,0.78381,0.104309,0.666698,0.630318,0.096782,0.042025
moore,9,0.2,0.2,1000,24,0.003,0.229351,0.930711,0.748546,0.338474,0.254237,0.793227,0.137658,0.665476,0.616782,0.098324,0.042152
moore,10,0.2,0.2,1000,24,0.003,0.236739,0.897712,0.719333,0.321848,0.262971,0.766865,0.125593,0.664571,0.61219,0.098284,0.040597
moore,11,0.2,0.2,1000,24,0.003,0.189107,0.928063,0.724274,0.339536,0.261241,0.647258,0.098568,0.666282,0.648359,0.094976,0.042135
moore,12,0.2,0.2,1000,24,0.003,0.215674,0.935844,0.728071,0.334206,0.256486,0.667085,0.132354,0.667757,0.619486,0.095648,0.041092
moore,13,0.2,0.2,1000,24,0.003,0.199978,0.928303,0.685436,0.334284,0.250214,0.8029,0.110225,0.665798,0.614654,0.100106,0.042329
moore,14,0.2,0.2,1000,24,0.003,0.22265,0.888056,0.710495,0.32433,0.258165,0.689043,0.107413,0.664375,0.590742,0.101182,0.040775
moore,15,0.2,0.2,1000,24,0.003,0.239238,0.910657,0.740218,0.33531,0.272568,0.757318,0.125748,0.667189,0.604916,0.098938,0.042012
moore,16,0.2,0.2,1000,24,0.003,0.223802,0.923665,0.723856,0.335857,0.258155,0.653591,0.117015,0.663724,0.621138,0.098151,0.042327
moore,17,0.2,0.2,1000,24,0.003,0.206711,0.891124,0.705746,0.335884,0.263597,0.686523,0.107671,0.668516,0.61527,0.100238,0.041649
moore,18,0.2,0.2,1000,24,0.003,0.230435,0.932067,0.759475,0.349115,0.24844,0.674518,0.11435,0.663758,0.641052,0.093973,0.041649
moore,19,0.2,0.2,1000,24,0.003,0.207855,0.924462,0.730435,0.335789,0.244952,0.695744,0.112646,0.665165,0.639811,0.098079,0.041893
moore,20,0.2,0.2,1000,24,0.003,0.259278,0.977197,0.72143,0.323478,0.271752,0.729842,0.134107,0.663742,0.587107,0.097825,0.042612
moore,1,0.3,0.2,1000,24,0.003,0.219787,0.905667,0.719369,0.33029,0.239175,0.743929,0.113471,0.666892,0.594312,0.142822,0.060569
moore,2,0.3,0.2,1000,24,0.003,0.21451,0.892449,0.70264,0.333694,0.261083,0.679859,0.101691,0.666621,0.564296,0.144143,0.059394
moore,3,0.3,0.2,1000,24,0.003,0.215356,0.899425,0.710358,0.330742,0.249836,0.75645,0.111691,0.665356,0.587943,0.142235,0.059692
moore,4,0.3,0.2,1000,24,0.003,0.229955,0.915134,0.704764,0.311681,0.254026,0.703619,0.127135,0.665744,0.571729,0.145045,0.060079
moore,5,0.3,0.2,1000,24,0.003,0.229686,0.85919,0.715863,0.338501,0.248612,0.812067,0.107236,0.663459,0.587475,0.14767,0.060675
moore,6,0.3,0.2,1000,24,0.003,0.232099,0.954478,0.737606,0.335481,0.253517,0.758939,0.100917,0.664758,0.552553,0.146143,0.060414
moore,7,0.3,0.2,1000,24,0.003,0.223251,0.921557,0.728074,0.332842,0.246482,0.704074,0.13293,0.666235,0.575615,0.142278,0.05891
moore,8,0.3,0.2,1000,24,0.003,0.213661,0.919625,0.69973,0.323186,0.244162,0.671393,0.097415,0.666851,0.593506,0.141472,0.059981
moore,9,0.3,0.2,1000,24,0.003,0.226532,0.927359,0.757207,0.332885,0.242453,0.734151,0.130083,0.665731,0.58427,0.145309,0.060445
moore,10,0.3,0.2,1000,24,0.003,0.236439,0.906003,0.714946,0.322438,0.251227,0.721883,0.118152,0.665193,0.571611,0.144523,0.05782
moore,11,0.3,0.2,1000,24,0.003,0.19017,0.954475,0.706814,0.338559,0.25007,0.671707,0.095554,0.665989,0.609171,0.139212,0.060383
moore,12,0.3,0.2,1000,24,0.003,0.21486,0.915102,0.7272,0.336242,0.244273,0.662102,0.129084,0.667788,0.579719,0.140017,0.058694
moore,13,0.3,0.2,1000,24,0.003,0.197049,0.942788,0.695342,0.330437,0.23852,0.808656,0.103174,0.666051,0.579346,0.147468,0.06038
moore,14,0.3,0.2,1000,24,0.003,0.224903,0.890213,0.708841,0.326437,0.247896,0.621499,0.101398,0.665018,0.550185,0.148706,0.057968
moore,15,0.3,0.2,1000,24,0.003,0.243352,0.903119,0.735497,0.34127,0.261024,0.75042,0.121112,0.667137,0.563188,0.146134,0.060024
moore,16,0.3,0.2,1000,24,0.003,0.227555,0.926027,0.739982,0.335769,0.246087,0.651066,0.114056,0.663902,0.584225,0.144236,0.06055
moore,17,0.3,0.2,1000,24,0.003,0.204011,0.912181,0.70655,0.33777,0.251522,0.669005,0.1001,0.668675,0.578301,0.14683,0.059486
moore,18,0.3,0.2,1000,24,0.003,0.233742,0.928263,0.765506,0.350391,0.238336,0.614446,0.112473,0.664041,0.605145,0.137831,0.059484
moore,19,0.3,0.2,1000,24,0.003,0.209077,0.936682,0.738855,0.333842,0.235582,0.688845,0.110704,0.665656,0.602494,0.143576,0.059897
moore,20,0.3,0.2,1000,24,0.003,0.259488,0.971065,0.712862,0.323402,0.2593,0.742097,0.127286,0.663938,0.544471,0.143564,0.061162
