topology,seed,noise,gamma,tick,size,lr2,mean_self,max_self,p95_self,std_self,mean_phi,max_phi,mean_R,mean_T,mean_E,mean_err,mean_self_pred_err
moore,11,0.2,0.01,1000,24,0.003,0.170556,0.93476,0.70982,0.342822,0.254669,0.644399,0.086154,0.66311,0.657172,0.09424,0.042171
moore,12,0.2,0.01,1000,24,0.003,0.197291,0.917748,0.716144,0.338006,0.251189,0.664751,0.12136,0.664435,0.627142,0.094981,0.041116
moore,13,0.2,0.01,1000,24,0.003,0.182329,0.9173,0.67045,0.336495,0.244687,0.780474,0.099413,0.66238,0.622838,0.099274,0.042391
moore,14,0.2,0.01,1000,24,0.003,0.208521,0.882001,0.692968,0.325949,0.252224,0.695637,0.098658,0.661513,0.599929,0.100401,0.040799
moore,15,0.2,0.01,1000,24,0.003,0.221566,0.899188,0.738651,0.339573,0.265748,0.749944,0.113104,0.663713,0.614919,0.098125,0.042092
moore,16,0.2,0.01,1000,24,0.003,0.207577,0.921184,0.715654,0.33909,0.252201,0.652612,0.106429,0.660526,0.630233,0.097179,0.042432
moore,17,0.2,0.01,1000,24,0.003,0.191313,0.885147,0.694554,0.336603,0.258339,0.682071,0.098888,0.665368,0.622508,0.099493,0.041734
moore,18,0.2,0.01,1000,24,0.003,0.213776,0.936582,0.745994,0.35157,0.243017,0.666673,0.104752,0.66045,0.649107,0.093146,0.041708
moore,19,0.2,0.01,1000,24,0.003,0.188368,0.9302,0.724596,0.340594,0.239359,0.678326,0.100324,0.661735,0.648279,0.097412,0.042002
moore,20,0.2,0.01,1000,24,0.003,0.244113,0.977345,0.718057,0.326072,0.266062,0.720631,0.124091,0.660453,0.596178,0.09687,0.04277
moore,1,0.3,0.01,1000,24,0.003,0.202341,0.893971,0.706887,0.334081,0.234449,0.731742,0.102845,0.663927,0.602364,0.141619,0.06069
moore,2,0.3,0.01,1000,24,0.003,0.194486,0.893321,0.69499,0.338232,0.254936,0.669349,0.090106,0.663393,0.574177,0.142662,0.059497
moore,3,0.3,0.01,1000,24,0.003,0.197843,0.895231,0.69574,0.332871,0.244342,0.749951,0.100609,0.662255,0.59749,0.140907,0.059781
moore,4,0.3,0.01,1000,24,0.003,0.212167,0.914758,0.713506,0.316231,0.248418,0.697388,0.11685,0.662835,0.580994,0.143857,0.060285
moore,5,0.3,0.01,1000,24,0.003,0.212056,0.868108,0.710096,0.341477,0.242731,0.801535,0.095958,0.660061,0.598359,0.146735,0.060821
moore,6,0.3,0.01,1000,24,0.003,0.215997,0.943983,0.728776,0.338423,0.247357,0.743254,0.090135,0.661265,0.562457,0.144746,0.060534
moore,7,0.3,0.01,1000,24,0.003,0.205452,0.900724,0.715428,0.335401,0.240525,0.714428,0.12231,0.662957,0.585359,0.140947,0.059058
moore,8,0.3,0.01,1000,24,0.003,0.196887,0.919218,0.690267,0.324767,0.238442,0.670277,0.087357,0.66369,0.602682,0.140347,0.060153
moore,9,0.3,0.01,1000,24,0.003,0.20905,0.915316,0.733676,0.335017,0.237299,0.739479,0.120321,0.662475,0.594079,0.144538,0.06056
moore,10,0.3,0.01,1000,24,0.003,0.217377,0.903387,0.69823,0.327177,0.244811,0.729622,0.106524,0.661921,0.582557,0.143105,0.057906
moore,11,0.3,0.01,1000,24,0.003,0.170994,0.959582,0.707897,0.342159,0.24374,0.644469,0.083313,0.662659,0.619102,0.138185,0.060455
moore,12,0.3,0.01,1000,24,0.003,0.195995,0.900645,0.717134,0.339419,0.239065,0.659082,0.118273,0.664368,0.588929,0.139092,0.05876
moore,13,0.3,0.01,1000,24,0.003,0.17915,0.928626,0.686829,0.332964,0.233156,0.792468,0.092636,0.662533,0.588745,0.146268,0.060496
moore,14,0.3,0.01,1000,24,0.003,0.209971,0.886366,0.692221,0.327887,0.24212,0.597202,0.092494,0.661966,0.560522,0.147575,0.058026
moore,15,0.3,0.01,1000,24,0.003,0.225304,0.893698,0.737142,0.345592,0.254373,0.741312,0.108459,0.663636,0.574726,0.144947,0.060144
moore,16,0.3,0.01,1000,24,0.003,0.210681,0.916497,0.728609,0.339228,0.240464,0.654161,0.10356,0.66061,0.59417,0.142866,0.060719
moore,17,0.3,0.01,1000,24,0.003,0.187828,0.913262,0.69764,0.338322,0.246474,0.652416,0.09126,0.665522,0.58674,0.145786,0.059621
moore,18,0.3,0.01,1000,24,0.003,0.216571,0.928095,0.754203,0.352866,0.233104,0.603583,0.102856,0.660613,0.614371,0.136641,0.059588
moore,19,0.3,0.01,1000,24,0.003,0.188969,0.937773,0.739391,0.338854,0.230211,0.668202,0.098397,0.662073,0.612433,0.142644,0.060071
moore,20,0.3,0.01,1000,24,0.003,0.243875,0.972023,0.711458,0.326061,0.253896,0.733301,0.117435,0.660536,0.554909,0.142233,0.061409
moore,1,0.04,0.05,1000,24,0.003,0.197624,0.906486,0.674318,0.322432,0.365082,0.784267,0.16375,0.660921,0.9226,0.030144,0.017552
moore,2,0.04,0.05,1000,24,0.003,0.179444,0.887359,0.70825,0.341432,0.360586,0.810277,0.138968,0.659259,0.921353,0.030206,0.017694
moore,3,0.04,0.05,1000,24,0.003,0.171087,0.870025,0.68056,0.325548,0.359177,0.737096,0.126721,0.660323,0.928562,0.030099,0.017583
moore,4,0.04,0.05,1000,24,0.003,0.196501,0.949146,0.676367,0.335587,0.3641,0.848649,0.158615,0.658794,0.924227,0.030082,0.017609
moore,5,0.04,0.05,1000,24,0.003,0.208441,0.897178,0.725708,0.341639,0.361276,0.811686,0.156778,0.659929,0.919008,0.030928,0.017537
moore,6,0.04,0.05,1000,24,0.003,0.194921,0.945024,0.728917,0.345554,0.360604,0.782012,0.167947,0.660334,0.919504,0.030496,0.017336
moore,7,0.04,0.05,1000,24,0.003,0.175772,0.963224,0.715896,0.352353,0.369808,0.876953,0.140524,0.65881,0.92005,0.030564,0.017924
moore,8,0.04,0.05,1000,24,0.003,0.210968,0.917977,0.727077,0.334631,0.36808,0.803674,0.168609,0.659891,0.919429,0.030828,0.017831
moore,9,0.04,0.05,1000,24,0.003,0.198665,0.897714,0.72008,0.336244,0.358951,0.920284,0.158167,0.663491,0.920511,0.029381,0.01763
moore,10,0.04,0.05,1000,24,0.003,0.200852,0.913006,0.679134,0.331598,0.366479,0.804832,0.154999,0.658681,0.921916,0.030121,0.017413
moore,11,0.04,0.05,1000,24,0.003,0.166233,0.889195,0.671917,0.333579,0.360887,0.840464,0.132072,0.659689,0.929899,0.030069,0.017461
moore,12,0.04,0.05,1000,24,0.003,0.185756,0.916683,0.674114,0.336343,0.361144,0.87387,0.14492,0.661253,0.924552,0.030316,0.017309
moore,13,0.04,0.05,1000,24,0.003,0.208761,0.899827,0.725926,0.351772,0.364687,0.75042,0.170022,0.660949,0.914831,0.030199,0.017861
moore,14,0.04,0.05,1000,24,0.003,0.214756,0.884296,0.721742,0.333977,0.357014,0.858594,0.173948,0.659156,0.917094,0.030562,0.017589
moore,15,0.04,0.05,1000,24,0.003,0.207019,0.893495,0.7468,0.330645,0.369141,0.80994,0.165971,0.662609,0.919643,0.029859,0.017809
moore,16,0.04,0.05,1000,24,0.003,0.22239,0.958365,0.73015,0.333345,0.376269,0.841896,0.175803,0.660456,0.919948,0.030176,0.017765
moore,17,0.04,0.05,1000,24,0.003,0.192905,0.899409,0.723743,0.342766,0.369841,0.87477,0.157241,0.660022,0.918362,0.030903,0.017658
moore,18,0.04,0.05,1000,24,0.003,0.192983,0.951546,0.730309,0.345915,0.351767,0.851887,0.142858,0.660108,0.924221,0.029491,0.017437
moore,19,0.04,0.05,1000,24,0.003,0.183601,0.951373,0.715195,0.354547,0.351676,0.786461,0.14175,0.658826,0.920081,0.030741,0.017512
moore,20,0.04,0.05,1000,24,0.003,0.219913,0.907266,0.709621,0.330451,0.372758,0.776092,0.171761,0.66108,0.921444,0.030638,0.01733
moore,1,0.08,0.05,1000,24,0.003,0.20164,0.955865,0.704904,0.329514,0.309674,0.69276,0.143708,0.66231,0.800827,0.044239,0.02226
moore,2,0.08,0.05,1000,24,0.003,0.180101,0.910251,0.697938,0.34305,0.3171,0.732183,0.113948,0.660825,0.796111,0.044708,0.02229
moore,3,0.08,0.05,1000,24,0.003,0.185548,0.917411,0.700171,0.323922,0.311628,0.709124,0.118627,0.660921,0.810033,0.044352,0.022237
moore,4,0.08,0.05,1000,24,0.003,0.20175,0.978891,0.678331,0.327363,0.313354,0.801584,0.138588,0.660464,0.80267,0.044691,0.022188
moore,5,0.08,0.05,1000,24,0.003,0.209209,0.914961,0.708395,0.34153,0.3093,0.767821,0.126571,0.660583,0.798065,0.045915,0.022317
moore,6,0.08,0.05,1000,24,0.003,0.201802,0.904282,0.701525,0.340703,0.31174,0.7372,0.137778,0.661755,0.790071,0.045017,0.021928
moore,7,0.08,0.05,1000,24,0.003,0.193567,0.919763,0.720525,0.342118,0.317368,0.758793,0.138024,0.660496,0.794384,0.044783,0.022322
moore,8,0.08,0.05,1000,24,0.003,0.204767,0.94306,0.718613,0.335648,0.310184,0.774981,0.13292,0.662149,0.798744,0.044922,0.022406
moore,9,0.08,0.05,1000,24,0.003,0.21599,0.949003,0.730161,0.341927,0.309306,0.847371,0.151454,0.663998,0.789652,0.043904,0.022195
moore,10,0.08,0.05,1000,24,0.003,0.213653,0.90868,0.727078,0.3284,0.316343,0.817604,0.141105,0.660824,0.79608,0.044548,0.021799
moore,11,0.08,0.05,1000,24,0.003,0.170554,0.908946,0.699369,0.336954,0.311108,0.776362,0.109743,0.662322,0.817607,0.043804,0.022128
moore,12,0.08,0.05,1000,24,0.003,0.19679,0.848338,0.71199,0.333212,0.311607,0.813593,0.13816,0.663556,0.803581,0.04422,0.021829
moore,13,0.08,0.05,1000,24,0.003,0.202213,0.864801,0.714072,0.342729,0.306401,0.750567,0.141974,0.662694,0.785725,0.045054,0.022513
moore,14,0.08,0.05,1000,24,0.003,0.211712,0.926806,0.719059,0.327773,0.308338,0.749276,0.138696,0.659682,0.782487,0.04574,0.021966
moore,15,0.08,0.05,1000,24,0.003,0.215927,0.947484,0.732176,0.332471,0.322317,0.775632,0.144986,0.663037,0.791126,0.044331,0.02236
moore,16,0.08,0.05,1000,24,0.003,0.211254,0.959396,0.734065,0.338804,0.317378,0.814567,0.13911,0.660792,0.794374,0.044573,0.022406
moore,17,0.08,0.05,1000,24,0.003,0.20014,0.925256,0.710375,0.340364,0.318702,0.778287,0.134432,0.661863,0.792977,0.045892,0.02217
moore,18,0.08,0.05,1000,24,0.003,0.206565,0.918954,0.729379,0.343307,0.298275,0.782312,0.124978,0.660167,0.805502,0.043125,0.022068
moore,19,0.08,0.05,1000,24,0.003,0.185662,0.961265,0.721391,0.350873,0.295456,0.754385,0.120063,0.660044,0.803745,0.045204,0.022149
moore,20,0.08,0.05,1000,24,0.003,0.240251,0.9129,0.723456,0.325607,0.325783,0.735556,0.156058,0.661494,0.788892,0.044761,0.022179
moore,1,0.12,0.05,1000,24,0.003,0.201124,0.940078,0.711084,0.33273,0.275459,0.654719,0.12545,0.662989,0.716196,0.060914,0.028418
moore,2,0.12,0.05,1000,24,0.003,0.184559,0.900462,0.695744,0.343224,0.289777,0.649607,0.101169,0.661589,0.70537,0.061584,0.028257
moore,3,0.12,0.05,1000,24,0.003,0.191668,0.878672,0.691833,0.329665,0.28216,0.743108,0.110213,0.661123,0.723167,0.060968,0.02826
moore,4,0.12,0.05,1000,24,0.003,0.207807,0.976958,0.703488,0.321636,0.283755,0.712853,0.128615,0.661319,0.713971,0.061776,0.028247
moore,5,0.12,0.05,1000,24,0.003,0.209445,0.875539,0.705617,0.341319,0.278998,0.774002,0.109979,0.660712,0.715733,0.063307,0.028508
moore,6,0.12,0.05,1000,24,0.003,0.207879,0.904422,0.72925,0.339734,0.282738,0.723714,0.117169,0.661754,0.697283,0.062143,0.028057
moore,7,0.12,0.05,1000,24,0.003,0.202571,0.877935,0.722444,0.336151,0.283658,0.737833,0.134306,0.661916,0.705476,0.061341,0.02812
moore,8,0.12,0.05,1000,24,0.003,0.202737,0.948192,0.730214,0.333474,0.277651,0.758492,0.112922,0.663579,0.71701,0.061324,0.02841
moore,9,0.12,0.05,1000,24,0.003,0.218627,0.944069,0.740434,0.344058,0.277638,0.866122,0.142412,0.663479,0.702025,0.061148,0.028279
moore,10,0.12,0.05,1000,24,0.003,0.219854,0.886642,0.71444,0.326334,0.285008,0.82054,0.129705,0.661586,0.706322,0.061479,0.027528
moore,11,0.12,0.05,1000,24,0.003,0.173625,0.951706,0.716186,0.341784,0.281458,0.732765,0.098302,0.663683,0.736614,0.059953,0.028247
moore,12,0.12,0.05,1000,24,0.003,0.200613,0.90091,0.71362,0.335645,0.280239,0.72889,0.131223,0.664426,0.713649,0.060495,0.027712
moore,13,0.12,0.05,1000,24,0.003,0.194128,0.887916,0.687475,0.340411,0.27334,0.744321,0.120718,0.662652,0.699973,0.062471,0.028584
moore,14,0.12,0.05,1000,24,0.003,0.210982,0.903189,0.700482,0.324106,0.278584,0.787179,0.117508,0.660905,0.68795,0.063353,0.027699
moore,15,0.12,0.05,1000,24,0.003,0.22102,0.942039,0.729158,0.332948,0.293017,0.738908,0.12985,0.663776,0.701151,0.061538,0.028363
moore,16,0.12,0.05,1000,24,0.003,0.20867,0.946875,0.720712,0.339775,0.282356,0.712435,0.120472,0.660983,0.708757,0.061464,0.028508
moore,17,0.12,0.05,1000,24,0.003,0.199866,0.942981,0.722945,0.336975,0.287027,0.709869,0.117853,0.664237,0.705044,0.063166,0.028124
moore,18,0.12,0.05,1000,24,0.003,0.212591,0.940325,0.738056,0.346608,0.268477,0.746202,0.114666,0.660764,0.724757,0.059159,0.028075
moore,19,0.12,0.05,1000,24,0.003,0.189762,0.937311,0.717173,0.343292,0.264701,0.718689,0.110393,0.661226,0.723763,0.061981,0.028216
moore,20,0.12,0.05,1000,24,0.003,0.246357,0.940747,0.71197,0.324831,0.29491,0.691557,0.141927,0.661503,0.690533,0.061458,0.028485
moore,1,0.2,0.05,1000,24,0.003,0.202597,0.899168,0.703759,0.333678,0.246907,0.703966,0.10986,0.663821,0.636014,0.096465,0.042371
moore,2,0.2,0.05,1000,24,0.003,0.192163,0.876529,0.683455,0.340906,0.266008,0.690246,0.093437,0.662996,0.613804,0.097379,0.041767
moore,3,0.2,0.05,1000,24,0.003,0.198006,0.883596,0.71091,0.332098,0.256439,0.74823,0.104455,0.66207,0.636209,0.096225,0.041885
moore,4,0.2,0.05,1000,24,0.003,0.213712,0.949017,0.708612,0.317112,0.259396,0.67479,0.121542,0.662634,0.622685,0.098001,0.042071
moore,5,0.2,0.05,1000,24,0.003,0.213,0.868036,0.709456,0.340444,0.253944,0.801759,0.100489,0.660788,0.633686,0.100109,0.042479
moore,6,0.2,0.05,1000,24,0.003,0.214448,0.899166,0.73392,0.340204,0.258337,0.774238,0.099035,0.661721,0.604082,0.09858,0.042066
moore,7,0.2,0.05,1000,24,0.003,0.207797,0.915314,0.708903,0.333282,0.254105,0.728813,0.127953,0.66336,0.621028,0.096461,0.041428
moore,8,0.2,0.05,1000,24,0.003,0.201129,0.915985,0.707063,0.327855,0.250862,0.772815,0.09635,0.664248,0.63689,0.096149,0.042099
moore,9,0.2,0.05,1000,24,0.003,0.216177,0.914764,0.743058,0.339844,0.24997,0.801789,0.13014,0.662919,0.623903,0.097869,0.042203
moore,10,0.2,0.05,1000,24,0.003,0.222118,0.895944,0.713557,0.325652,0.257746,0.77683,0.116341,0.662046,0.619666,0.097479,0.04062
moore,11,0.2,0.05,1000,24,0.003,0.174388,0.933349,0.713426,0.342146,0.255985,0.645272,0.088704,0.663746,0.655281,0.094381,0.042157
moore,12,0.2,0.05,1000,24,0.003,0.201086,0.922123,0.721583,0.337267,0.252239,0.665267,0.123622,0.665105,0.625468,0.095106,0.041103
moore,13,0.2,0.05,1000,24,0.003,0.185999,0.919807,0.672247,0.336051,0.245788,0.785792,0.101631,0.663069,0.621069,0.099435,0.04237
moore,14,0.2,0.05,1000,24,0.003,0.211502,0.883393,0.697572,0.325593,0.253409,0.694219,0.100493,0.662089,0.597967,0.100553,0.040787
moore,15,0.2,0.05,1000,24,0.003,0.225229,0.901725,0.740714,0.338708,0.267122,0.75189,0.115692,0.664414,0.612767,0.098284,0.042068
moore,16,0.2,0.05,1000,24,0.003,0.210936,0.921238,0.717844,0.338491,0.253399,0.65287,0.108597,0.661162,0.628282,0.097371,0.042404
moore,17,0.2,0.05,1000,24,0.003,0.19451,0.886649,0.693071,0.336468,0.259381,0.682221,0.100694,0.666006,0.620951,0.099638,0.041709
moore,18,0.2,0.05,1000,24,0.003,0.217248,0.935686,0.750926,0.351095,0.2441,0.66831,0.106737,0.661112,0.647375,0.093306,0.04169
moore,19,0.2,0.05,1000,24,0.003,0.192403,0.926295,0.727816,0.339654,0.240477,0.677869,0.102845,0.662425,0.64646,0.097539,0.041972
moore,20,0.2,0.05,1000,24,0.003,0.247273,0.977456,0.718198,0.32554,0.267201,0.722731,0.126142,0.661118,0.594204,0.09706,0.04273
moore,1,0.3,0.05,1000,24,0.003,0.205951,0.896604,0.709267,0.333331,0.235376,0.73444,0.105019,0.664525,0.600608,0.141854,0.060655
moore,2,0.3,0.05,1000,24,0.003,0.198637,0.893402,0.698467,0.337298,0.256166,0.671642,0.0925,0.664045,0.572059,0.142951,0.059466
moore,3,0.3,0.05,1000,24,0.003,0.201497,0.896296,0.697672,0.332438,0.245434,0.75129,0.102901,0.662875,0.595434,0.141168,0.059753
moore,4,0.3,0.05,1000,24,0.003,0.215856,0.915078,0.710848,0.315274,0.249535,0.698746,0.118942,0.663421,0.578995,0.14409,0.060233
moore,5,0.3,0.05,1000,24,0.003,0.215722,0.865443,0.709472,0.340851,0.243916,0.803814,0.09829,0.660742,0.596044,0.146914,0.060782
moore,6,0.3,0.05,1000,24,0.003,0.219344,0.946373,0.730142,0.337827,0.248592,0.746762,0.092338,0.661968,0.56032,0.145021,0.0605
moore,7,0.3,0.05,1000,24,0.003,0.20915,0.903584,0.717862,0.334899,0.241713,0.712174,0.124488,0.663612,0.583265,0.141207,0.059016
moore,8,0.3,0.05,1000,24,0.003,0.200384,0.91931,0.690447,0.324445,0.239576,0.670688,0.089419,0.664326,0.600713,0.140565,0.060107
moore,9,0.3,0.05,1000,24,0.003,0.212683,0.918006,0.737935,0.334616,0.238319,0.738512,0.122349,0.66313,0.59198,0.144682,0.060526
moore,10,0.3,0.05,1000,24,0.003,0.221355,0.904115,0.703488,0.326199,0.246096,0.727674,0.108909,0.662583,0.580205,0.143383,0.057878
moore,11,0.3,0.05,1000,24,0.003,0.174952,0.95854,0.707449,0.341429,0.245006,0.650496,0.085831,0.663325,0.616966,0.138382,0.060431
moore,12,0.3,0.05,1000,24,0.003,0.199889,0.899622,0.716726,0.338805,0.240095,0.659713,0.120493,0.665059,0.586926,0.139266,0.058736
moore,13,0.3,0.05,1000,24,0.003,0.182873,0.931856,0.692612,0.332466,0.234224,0.796405,0.094798,0.663242,0.586715,0.146501,0.060461
moore,14,0.3,0.05,1000,24,0.003,0.213113,0.887256,0.694526,0.327577,0.243272,0.597931,0.094354,0.662579,0.558314,0.147796,0.058004
moore,15,0.3,0.05,1000,24,0.003,0.229051,0.895634,0.73797,0.34473,0.255712,0.74369,0.111052,0.664341,0.572245,0.145179,0.06011
moore,16,0.3,0.05,1000,24,0.003,0.214186,0.916762,0.728326,0.338572,0.241594,0.653552,0.105718,0.661264,0.592034,0.143136,0.060675
moore,17,0.3,0.05,1000,24,0.003,0.191184,0.913123,0.698681,0.338236,0.247472,0.652841,0.093072,0.66616,0.584923,0.145989,0.059583
moore,18,0.3,0.05,1000,24,0.003,0.220153,0.928096,0.756642,0.352387,0.234149,0.605848,0.10485,0.661298,0.612393,0.136871,0.059557
moore,19,0.3,0.05,1000,24,0.003,0.193132,0.93783,0.741751,0.337878,0.231283,0.668153,0.100916,0.662794,0.610302,0.142822,0.060025
moore,20,0.3,0.05,1000,24,0.003,0.247127,0.97192,0.710481,0.325511,0.254975,0.735307,0.119452,0.661224,0.552643,0.142498,0.061348
moore,1,0.04,0.1,1000,24,0.003,0.2019,0.909091,0.676627,0.321034,0.367046,0.782806,0.167707,0.661718,0.922185,0.030223,0.017539
moore,2,0.04,0.1,1000,24,0.003,0.184015,0.892622,0.711262,0.340799,0.362458,0.812712,0.142926,0.660006,0.920949,0.030281,0.017683
moore,3,0.04,0.1,1000,24,0.003,0.175601,0.870743,0.681423,0.324778,0.361024,0.739507,0.130739,0.661092,0.928187,0.030173,0.017572
moore,4,0.04,0.1,1000,24,0.003,0.200831,0.950151,0.682567,0.335228,0.365896,0.853094,0.162252,0.659535,0.923864,0.030163,0.017592
moore,5,0.04,0.1,1000,24,0.003,0.213085,0.894532,0.729861,0.340182,0.363282,0.809266,0.161011,0.660716,0.918553,0.030992,0.017523
moore,6,0.04,0.1,1000,24,0.003,0.19943,0.947021,0.730867,0.344585,0.362412,0.788091,0.172017,0.66115,0.919074,0.030563,0.017327
moore,7,0.04,0.1,1000,24,0.003,0.179898,0.964662,0.71984,0.351585,0.371671,0.877703,0.144173,0.659586,0.919669,0.030643,0.017908
moore,8,0.04,0.1,1000,24,0.003,0.215169,0.908559,0.727393,0.333721,0.369904,0.804042,0.171997,0.660637,0.918996,0.030898,0.017818
moore,9,0.04,0.1,1000,24,0.003,0.202781,0.899223,0.717208,0.335143,0.360837,0.919046,0.161794,0.66426,0.919992,0.02945,0.01761
moore,10,0.04,0.1,1000,24,0.003,0.20539,0.916535,0.682512,0.330905,0.36849,0.806652,0.158942,0.659477,0.92149,0.030213,0.017406
moore,11,0.04,0.1,1000,24,0.003,0.170852,0.885965,0.671774,0.333088,0.362928,0.840011,0.136217,0.660442,0.929529,0.030148,0.017454
moore,12,0.04,0.1,1000,24,0.003,0.190314,0.919637,0.675283,0.335774,0.362896,0.875527,0.148803,0.661968,0.924147,0.030391,0.017299
moore,13,0.04,0.1,1000,24,0.003,0.213266,0.901161,0.726233,0.351127,0.366582,0.75703,0.174123,0.661678,0.914391,0.030269,0.01785
moore,14,0.04,0.1,1000,24,0.003,0.218708,0.884243,0.724569,0.333615,0.358979,0.858289,0.177463,0.659828,0.916651,0.030634,0.017579
moore,15,0.04,0.1,1000,24,0.003,0.211661,0.894762,0.747805,0.329636,0.371245,0.807717,0.170015,0.663415,0.919222,0.029922,0.017789
moore,16,0.04,0.1,1000,24,0.003,0.22669,0.958381,0.732955,0.332466,0.378276,0.849949,0.179638,0.661187,0.919468,0.030268,0.01775
moore,17,0.04,0.1,1000,24,0.003,0.196807,0.901698,0.729204,0.34187,0.371684,0.875069,0.160718,0.660744,0.917956,0.030983,0.017641
moore,18,0.04,0.1,1000,24,0.003,0.197385,0.952298,0.736138,0.34529,0.353643,0.851118,0.146574,0.66089,0.923787,0.029569,0.017421
moore,19,0.04,0.1,1000,24,0.003,0.188056,0.9523,0.717437,0.354122,0.353393,0.788097,0.145472,0.659583,0.919673,0.030811,0.017494
moore,20,0.04,0.1,1000,24,0.003,0.224015,0.908925,0.717865,0.330091,0.37474,0.782274,0.175638,0.661828,0.921049,0.030738,0.017316
moore,1,0.08,0.1,1000,24,0.003,0.206003,0.956605,0.706806,0.328381,0.311294,0.697602,0.147245,0.663096,0.799828,0.044346,0.022244
moore,2,0.08,0.1,1000,24,0.003,0.18479,0.911855,0.70018,0.342243,0.318837,0.73588,0.117339,0.661647,0.79502,0.044825,0.022278
moore,3,0.08,0.1,1000,24,0.003,0.190056,0.91791,0.704246,0.323424,0.313327,0.707312,0.122154,0.661731,0.808946,0.044463,0.022227
moore,4,0.08,0.1,1000,24,0.003,0.206209,0.978996,0.681519,0.326501,0.315001,0.805546,0.1418,0.661232,0.801646,0.044798,0.022166
moore,5,0.08,0.1,1000,24,0.003,0.213726,0.911917,0.709016,0.340332,0.311145,0.770765,0.130267,0.661326,0.796851,0.045997,0.022301
moore,6,0.08,0.1,1000,24,0.003,0.206066,0.906703,0.706267,0.339722,0.313432,0.743319,0.141226,0.662619,0.788937,0.045118,0.021919
moore,7,0.08,0.1,1000,24,0.003,0.197766,0.920706,0.720888,0.341378,0.319068,0.757241,0.141205,0.661275,0.793403,0.044897,0.022305
moore,8,0.08,0.1,1000,24,0.003,0.209059,0.945898,0.724202,0.335169,0.311878,0.781323,0.135899,0.662934,0.797599,0.045018,0.022391
moore,9,0.08,0.1,1000,24,0.003,0.220055,0.951286,0.734159,0.341478,0.310946,0.855399,0.154396,0.664791,0.788301,0.043986,0.022176
moore,10,0.08,0.1,1000,24,0.003,0.218244,0.910307,0.726724,0.327437,0.31822,0.814286,0.144513,0.661654,0.794879,0.044677,0.021792
moore,11,0.08,0.1,1000,24,0.003,0.175407,0.911941,0.698756,0.336305,0.313041,0.783301,0.113655,0.66307,0.816482,0.043906,0.02212
moore,12,0.08,0.1,1000,24,0.003,0.201458,0.853384,0.712101,0.33237,0.313133,0.804612,0.14162,0.664325,0.802602,0.044314,0.021823
moore,13,0.08,0.1,1000,24,0.003,0.206661,0.865289,0.716211,0.342322,0.308066,0.750263,0.145354,0.663498,0.784627,0.045154,0.022502
moore,14,0.08,0.1,1000,24,0.003,0.215519,0.925544,0.720958,0.327493,0.310106,0.75445,0.141644,0.660382,0.781271,0.045837,0.021958
moore,15,0.08,0.1,1000,24,0.003,0.220655,0.949282,0.735078,0.331286,0.324282,0.776625,0.148782,0.663879,0.789918,0.044425,0.02234
moore,16,0.08,0.1,1000,24,0.003,0.215494,0.958183,0.730852,0.337934,0.319215,0.827184,0.142443,0.661579,0.793124,0.044701,0.022389
moore,17,0.08,0.1,1000,24,0.003,0.204085,0.927058,0.710723,0.339562,0.320309,0.776893,0.137341,0.662671,0.792054,0.045994,0.022153
moore,18,0.08,0.1,1000,24,0.003,0.210988,0.918188,0.73396,0.342631,0.299929,0.785589,0.12813,0.660978,0.804421,0.043229,0.022054
moore,19,0.08,0.1,1000,24,0.003,0.190468,0.963314,0.723207,0.35024,0.29707,0.759507,0.123596,0.660881,0.802713,0.045294,0.02213
moore,20,0.08,0.1,1000,24,0.003,0.244252,0.913833,0.722245,0.325085,0.327575,0.73353,0.159333,0.662274,0.787783,0.044894,0.022159
moore,1,0.12,0.1,1000,24,0.003,0.205544,0.939665,0.711367,0.331905,0.276882,0.657773,0.128627,0.663739,0.714792,0.061055,0.0284
moore,2,0.12,0.1,1000,24,0.003,0.189355,0.901261,0.702121,0.342307,0.291444,0.652328,0.10425,0.662422,0.70377,0.061747,0.028244
moore,3,0.12,0.1,1000,24,0.003,0.196155,0.876478,0.690812,0.329413,0.283734,0.746364,0.113386,0.661931,0.721547,0.06112,0.02825
moore,4,0.12,0.1,1000,24,0.003,0.212362,0.97663,0.705887,0.320547,0.285317,0.713709,0.131589,0.662072,0.712455,0.061915,0.028219
moore,5,0.12,0.1,1000,24,0.003,0.213883,0.87473,0.707913,0.340551,0.280715,0.777051,0.113276,0.661501,0.713919,0.063414,0.028489
moore,6,0.12,0.1,1000,24,0.003,0.212024,0.906946,0.732488,0.338972,0.284377,0.724041,0.120252,0.662635,0.69566,0.062288,0.028046
moore,7,0.12,0.1,1000,24,0.003,0.206836,0.881385,0.724592,0.335353,0.285267,0.736617,0.137214,0.662706,0.703974,0.061495,0.0281
moore,8,0.12,0.1,1000,24,0.003,0.207038,0.950578,0.733234,0.333047,0.279252,0.762986,0.115674,0.664366,0.715313,0.061453,0.028391
moore,9,0.12,0.1,1000,24,0.003,0.222779,0.948065,0.739982,0.343759,0.279125,0.8688,0.145035,0.664288,0.700152,0.061247,0.02826
moore,10,0.12,0.1,1000,24,0.003,0.224595,0.886502,0.716719,0.325168,0.28678,0.81625,0.132937,0.662401,0.704506,0.061649,0.02752
