topology,seed,noise,tick,size,mean_self,max_self,p95_self,std_self,mean_phi,max_phi,mean_err,morans_i,entropy,phi_entropy,clusters_05,clusters_07
von_neumann,10,0.08,500,12,0.20811,0.891619,0.734003,0.337013,0.283486,0.665701,0.06618,0.080017,3.6959,3.7054,15,9
von_neumann,10,0.08,1000,12,0.204451,0.853101,0.686101,0.342103,0.26349,0.600058,0.067903,-0.090889,3.7013,3.6385,16,6
von_neumann,11,0.08,500,12,0.209989,0.755787,0.708716,0.34925,0.273912,0.689457,0.064508,-0.021627,3.6803,3.6665,16,8
von_neumann,11,0.08,1000,12,0.248028,0.897546,0.685006,0.302339,0.26992,0.598654,0.06988,0.0354,3.5127,3.7253,19,7
von_neumann,12,0.08,500,12,0.183525,0.755368,0.664353,0.330283,0.260108,0.740466,0.069546,0.010578,3.646,3.4657,18,7
von_neumann,12,0.08,1000,12,0.223315,0.802757,0.698092,0.309931,0.266899,0.712319,0.070989,-0.010125,3.611,3.6509,12,8
von_neumann,13,0.08,500,12,0.211689,0.825737,0.649723,0.31875,0.278583,0.682041,0.068822,-0.041522,3.6247,3.7724,16,4
von_neumann,13,0.08,1000,12,0.146253,0.943799,0.625378,0.341687,0.248324,0.595445,0.064549,0.063951,3.7314,3.5367,13,5
von_neumann,14,0.08,500,12,0.170509,0.895882,0.722454,0.351394,0.276157,0.74515,0.065417,0.075493,3.7486,3.632,11,8
von_neumann,14,0.08,1000,12,0.139051,0.859148,0.681887,0.348962,0.243867,0.755591,0.067489,-0.031102,3.7342,3.455,19,5
von_neumann,15,0.08,500,12,0.189435,0.913708,0.72467,0.346,0.246033,0.671095,0.068404,-0.014154,3.6969,3.4407,16,11
von_neumann,15,0.08,1000,12,0.187853,0.85948,0.73019,0.338331,0.256255,0.559624,0.071161,-0.024563,3.7165,3.8325,19,10
von_neumann,16,0.08,500,12,0.175686,0.937513,0.710817,0.350983,0.267885,0.820002,0.067129,0.014002,3.7834,3.4661,18,8
von_neumann,16,0.08,1000,12,0.180324,0.90774,0.67316,0.361781,0.283649,0.593929,0.068488,0.035446,3.7952,3.7677,17,5
von_neumann,17,0.08,500,12,0.144936,0.817941,0.697685,0.357069,0.254911,0.603652,0.066925,0.019438,3.7598,3.7357,15,8
von_neumann,17,0.08,1000,12,0.246048,0.829437,0.718932,0.333477,0.304247,0.748893,0.064654,0.038556,3.6931,3.5961,18,10
von_neumann,18,0.08,500,12,0.165088,0.89945,0.696112,0.341511,0.261298,0.642299,0.067349,0.111872,3.7056,3.5304,13,7
von_neumann,18,0.08,1000,12,0.183036,0.886718,0.693216,0.366245,0.258917,0.660268,0.071622,-0.076565,3.8238,3.6747,18,7
von_neumann,19,0.08,500,12,0.174397,0.851697,0.691834,0.350428,0.263978,0.662413,0.074981,-0.036033,3.7631,3.5714,15,6
von_neumann,19,0.08,1000,12,0.163401,0.889005,0.707302,0.35634,0.251076,0.710426,0.067904,0.084097,3.7499,3.5082,13,7
von_neumann,20,0.08,500,12,0.203066,0.925308,0.741259,0.344102,0.230749,0.670927,0.072166,0.084675,3.7235,3.3543,15,9
von_neumann,20,0.08,1000,12,0.180249,0.877137,0.694441,0.324224,0.2574,0.595712,0.069857,0.016686,3.6044,3.7917,18,5
von_neumann,21,0.08,500,12,0.165014,0.813725,0.651161,0.320647,0.230058,0.713592,0.070477,-0.055257,3.5813,3.2742,17,5
von_neumann,21,0.08,1000,12,0.195496,0.857148,0.665422,0.306903,0.253984,0.545904,0.066797,-0.01986,3.5582,3.903,13,6
von_neumann,22,0.08,500,12,0.1925,0.900613,0.711444,0.370329,0.266695,0.81546,0.06975,-0.080242,3.8044,3.3717,18,7
von_neumann,22,0.08,1000,12,0.150864,0.903113,0.700472,0.353036,0.260912,0.514603,0.064444,0.027138,3.8121,3.8862,15,8
von_neumann,23,0.08,500,12,0.205874,0.912074,0.674428,0.310472,0.268941,0.667725,0.073832,0.009557,3.6184,3.6176,16,6
von_neumann,23,0.08,1000,12,0.19411,0.899504,0.715597,0.360596,0.256012,0.662183,0.070079,-0.087577,3.7372,3.6843,21,8
von_neumann,24,0.08,500,12,0.194365,0.840201,0.707853,0.341745,0.251782,0.647396,0.071868,-0.053357,3.6726,3.6634,17,11
von_neumann,24,0.08,1000,12,0.201387,0.883183,0.673288,0.30806,0.261642,0.56137,0.068231,-0.045142,3.6002,3.7299,20,7
von_neumann,25,0.08,500,12,0.187172,0.817421,0.702135,0.354794,0.283534,0.660909,0.066156,0.072804,3.7489,3.7756,18,7
von_neumann,25,0.08,1000,12,0.191149,0.893647,0.711674,0.299328,0.283878,0.684232,0.069176,0.013493,3.5658,3.7224,15,8
von_neumann,26,0.08,500,12,0.16079,0.864551,0.68422,0.355516,0.264696,0.705347,0.068737,0.009967,3.6043,3.5996,16,4
von_neumann,26,0.08,1000,12,0.215306,0.783602,0.695545,0.350083,0.249708,0.577307,0.073729,-0.003453,3.6678,3.74,13,6
von_neumann,27,0.08,500,12,0.162421,0.864612,0.736175,0.364425,0.250414,0.57677,0.073591,0.026608,3.7921,3.6767,17,10
von_neumann,27,0.08,1000,12,0.214069,0.862588,0.679101,0.343774,0.259608,0.546672,0.067239,-0.031674,3.6733,3.7989,20,6
von_neumann,28,0.08,500,12,0.211226,0.861702,0.731747,0.353659,0.261651,0.62174,0.072891,-0.007263,3.7441,3.6572,18,7
von_neumann,28,0.08,1000,12,0.238405,0.905543,0.708936,0.323501,0.266543,0.613633,0.068975,-0.028603,3.6498,3.6875,16,7
von_neumann,29,0.08,500,12,0.128692,0.846916,0.61731,0.366744,0.248363,0.560074,0.067513,0.056684,3.7846,3.7553,17,5
von_neumann,29,0.08,1000,12,0.231168,0.940633,0.768273,0.322913,0.280868,0.622613,0.067557,-0.005974,3.6669,3.7883,18,11
von_neumann,30,0.08,500,12,0.213056,0.92096,0.752527,0.353462,0.257969,0.581201,0.068962,0.114771,3.7682,3.8076,15,11
von_neumann,30,0.08,1000,12,0.180375,0.844557,0.67295,0.308392,0.262932,0.708448,0.067831,-0.129866,3.5815,3.5312,15,4
von_neumann,31,0.08,500,12,0.204531,0.872517,0.74575,0.354635,0.259659,0.640936,0.066968,-0.063415,3.755,3.6604,20,12
von_neumann,31,0.08,1000,12,0.219189,0.91683,0.693397,0.336332,0.267469,0.608428,0.069001,-0.05358,3.6263,3.6728,19,6
von_neumann,32,0.08,500,12,0.163912,0.8178,0.682327,0.324857,0.267773,0.686428,0.069596,-0.032333,3.649,3.6809,18,7
von_neumann,32,0.08,1000,12,0.193503,0.825025,0.685072,0.326537,0.267291,0.611705,0.0657,0.056406,3.6172,3.7326,14,7
von_neumann,33,0.08,500,12,0.167291,0.925229,0.686075,0.345981,0.266656,0.617757,0.065438,0.016416,3.7379,3.7006,17,5
von_neumann,33,0.08,1000,12,0.18427,0.879486,0.679026,0.337124,0.253717,0.670695,0.065507,-0.06573,3.6541,3.5738,18,3
von_neumann,34,0.08,500,12,0.174524,0.897092,0.713117,0.330247,0.257623,0.621111,0.068974,-0.079041,3.6659,3.7474,16,8
von_neumann,34,0.08,1000,12,0.171616,0.810147,0.660307,0.336914,0.269532,0.577112,0.066177,-0.044071,3.7114,3.8117,15,5
von_neumann,35,0.08,500,12,0.157686,0.888418,0.637675,0.351654,0.260641,0.744171,0.070543,0.054137,3.7146,3.5068,18,6
von_neumann,35,0.08,1000,12,0.125264,0.872561,0.668054,0.349708,0.253307,0.547603,0.074316,0.13283,3.7511,3.818,13,5
von_neumann,36,0.08,500,12,0.150127,0.85442,0.714218,0.335273,0.249592,0.579573,0.070809,-0.030063,3.7507,3.7776,14,9
von_neumann,36,0.08,1000,12,0.152371,0.866366,0.638401,0.323505,0.257337,0.61843,0.064306,-0.035848,3.6795,3.6408,16,5
von_neumann,37,0.08,500,12,0.225105,0.896948,0.716997,0.340739,0.270925,0.708032,0.066893,-0.161805,3.717,3.6413,23,10
von_neumann,37,0.08,1000,12,0.191898,0.85596,0.667227,0.328139,0.252752,0.578564,0.069863,0.041652,3.6733,3.5854,14,5
von_neumann,38,0.08,500,12,0.138929,0.861157,0.686768,0.362016,0.269369,0.668881,0.068874,-0.016615,3.7663,3.6055,17,6
von_neumann,38,0.08,1000,12,0.192507,0.870602,0.67596,0.341854,0.257944,0.629843,0.065449,0.011694,3.6944,3.7145,12,6
von_neumann,39,0.08,500,12,0.169512,0.850183,0.680045,0.32963,0.276781,0.778007,0.064805,0.059864,3.6579,3.512,15,4
von_neumann,39,0.08,1000,12,0.163822,0.873686,0.658611,0.327582,0.264317,0.619524,0.070072,-0.074935,3.6446,3.7477,16,4
von_neumann,40,0.08,500,12,0.18795,0.881524,0.664534,0.329413,0.241413,0.578792,0.071088,0.00959,3.6969,3.7135,18,5
von_neumann,40,0.08,1000,12,0.1619,0.948713,0.737566,0.391896,0.253292,0.727964,0.072068,-0.093328,3.9294,3.3485,21,11
von_neumann,41,0.08,500,12,0.13903,0.907263,0.664152,0.340268,0.231036,0.584534,0.073337,-0.075611,3.6967,3.5992,17,4
von_neumann,41,0.08,1000,12,0.19489,0.900969,0.717734,0.334951,0.247865,0.60704,0.07044,0.014837,3.6428,3.5432,13,7
von_neumann,42,0.08,500,12,0.196806,0.866167,0.739532,0.355549,0.260993,0.652265,0.065844,0.181707,3.7317,3.7127,14,10
von_neumann,42,0.08,1000,12,0.219822,0.948054,0.762122,0.352188,0.272182,0.847051,0.071813,-0.020488,3.7688,3.2904,20,8
von_neumann,43,0.08,500,12,0.18808,0.853447,0.631687,0.312986,0.283327,0.620506,0.064641,0.007117,3.559,3.6988,17,3
von_neumann,43,0.08,1000,12,0.187325,0.835551,0.680082,0.309889,0.241592,0.69565,0.066959,-0.059437,3.6381,3.4403,17,7
von_neumann,44,0.08,500,12,0.192676,0.904699,0.694893,0.345795,0.265088,0.764113,0.066891,-0.081877,3.7403,3.4371,17,5
von_neumann,44,0.08,1000,12,0.200707,0.866712,0.680036,0.339389,0.254664,0.661276,0.071641,-0.005175,3.6671,3.5814,16,6
von_neumann,45,0.08,500,12,0.162663,0.874613,0.67856,0.355074,0.269643,0.780528,0.065213,-0.010496,3.7001,3.4065,15,5
von_neumann,45,0.08,1000,12,0.220034,0.827323,0.706798,0.320584,0.253414,0.759043,0.06947,-0.086692,3.6357,3.3441,19,8
von_neumann,46,0.08,500,12,0.211282,0.915921,0.669283,0.330978,0.259795,0.719242,0.069801,0.044762,3.6869,3.5024,15,5
von_neumann,46,0.08,1000,12,0.200358,0.835415,0.739036,0.352312,0.2668,0.740404,0.070085,0.049232,3.7551,3.4652,15,7
von_neumann,47,0.08,500,12,0.221758,0.869446,0.710893,0.329661,0.252214,0.641453,0.067772,-0.062903,3.5867,3.5241,19,9
von_neumann,47,0.08,1000,12,0.18448,0.895271,0.629573,0.325155,0.269693,0.594501,0.072686,-0.009484,3.6764,3.7508,18,4
von_neumann,48,0.08,500,12,0.197517,0.759978,0.664592,0.315299,0.283257,0.709578,0.068754,0.032609,3.6149,3.795,12,2
von_neumann,48,0.08,1000,12,0.185866,0.865277,0.713009,0.323724,0.286166,0.728987,0.066494,-0.018855,3.6386,3.554,17,8
von_neumann,49,0.08,500,12,0.156202,0.85928,0.633962,0.347999,0.248895,0.754475,0.072613,-0.009412,3.7239,3.4695,20,3
von_neumann,49,0.08,1000,12,0.191506,0.874235,0.714506,0.34383,0.266435,0.700287,0.067393,0.079856,3.7211,3.5679,18,9
von_neumann,50,0.08,500,12,0.235159,0.888041,0.77764,0.325743,0.26877,0.610307,0.068832,0.119659,3.6673,3.6527,19,9
von_neumann,50,0.08,1000,12,0.150385,0.839534,0.672152,0.329362,0.240199,0.704561,0.069247,0.035185,3.6654,3.5111,19,5
moore,1,0.08,500,12,0.218881,0.884805,0.638431,0.331604,0.337036,0.796449,0.043042,-0.005936,3.5589,3.5729,10,1
moore,1,0.08,1000,12,0.187188,0.811959,0.663636,0.33806,0.320364,0.64886,0.04102,0.030196,3.6851,3.6477,12,4
moore,2,0.08,500,12,0.226595,0.83944,0.701414,0.326307,0.344034,0.679191,0.043648,0.077889,3.6186,3.7096,6,8
moore,2,0.08,1000,12,0.22785,0.870711,0.775514,0.334763,0.276668,0.639697,0.045175,0.088107,3.6869,3.5437,5,7
moore,3,0.08,500,12,0.181833,0.893592,0.673155,0.346654,0.302186,0.818181,0.047756,0.081681,3.7017,3.2298,9,5
moore,3,0.08,1000,12,0.18238,0.913342,0.705544,0.341836,0.260171,0.612665,0.0447,0.064354,3.7318,3.5121,8,5
moore,4,0.08,500,12,0.178436,0.789039,0.708539,0.335962,0.320111,0.661244,0.045844,-0.104114,3.6697,3.7098,16,10
moore,4,0.08,1000,12,0.141251,0.870201,0.710207,0.369781,0.308669,0.693733,0.043066,0.067545,3.8268,3.4896,10,7
moore,5,0.08,500,12,0.258199,0.842765,0.769499,0.312122,0.310818,0.699259,0.04612,0.055634,3.5994,3.6147,5,8
moore,5,0.08,1000,12,0.208977,0.902783,0.72353,0.329431,0.331788,0.742725,0.04393,-0.022113,3.655,3.7382,9,6
moore,6,0.08,500,12,0.219041,0.851067,0.716029,0.340587,0.34381,0.912544,0.04191,-0.029783,3.6936,3.4138,10,6
moore,6,0.08,1000,12,0.171409,0.87512,0.626513,0.304214,0.315844,0.607344,0.042721,-0.04862,3.5658,3.5214,10,3
moore,7,0.08,500,12,0.197112,0.900184,0.753806,0.366161,0.317082,0.884788,0.041433,0.0463,3.8437,3.321,8,7
moore,7,0.08,1000,12,0.224694,0.850598,0.692034,0.317966,0.326494,0.687584,0.044825,-0.003888,3.6274,3.6568,9,7
moore,8,0.08,500,12,0.235914,0.906934,0.703412,0.342423,0.313555,0.698186,0.043331,-0.013023,3.6608,3.6842,12,7
moore,8,0.08,1000,12,0.22811,0.832406,0.699736,0.325153,0.330751,0.737822,0.043534,0.043347,3.6482,3.4595,9,8
moore,9,0.08,500,12,0.174247,0.913998,0.707119,0.352821,0.301971,0.635882,0.044492,0.04173,3.7954,3.661,8,6
moore,9,0.08,1000,12,0.233137,0.95436,0.714562,0.319011,0.314151,0.698866,0.046741,0.059376,3.6245,3.605,5,6
moore,10,0.08,500,12,0.226598,0.87995,0.761959,0.339885,0.341754,0.681771,0.045369,-0.04403,3.6976,3.6535,10,8
moore,10,0.08,1000,12,0.216865,0.893574,0.724949,0.329818,0.306525,0.645986,0.046751,-0.047292,3.6069,3.6248,16,7
moore,11,0.08,500,12,0.247159,0.868522,0.72061,0.322455,0.323255,0.86422,0.041402,0.046862,3.5996,3.2777,10,7
moore,11,0.08,1000,12,0.244649,0.831584,0.733362,0.297581,0.322083,0.735749,0.044981,0.006174,3.5103,3.5582,10,7
moore,12,0.08,500,12,0.194343,0.950348,0.670642,0.3243,0.301217,0.641626,0.044784,0.013677,3.6523,3.7758,10,4
moore,12,0.08,1000,12,0.220296,0.815777,0.667236,0.306048,0.313995,0.729422,0.048718,0.011248,3.5699,3.5809,12,4
moore,13,0.08,500,12,0.233004,0.871724,0.692919,0.287196,0.347165,0.741767,0.04444,0.034093,3.4878,3.7336,13,4
moore,13,0.08,1000,12,0.192651,0.805639,0.675149,0.328194,0.297044,0.621548,0.04382,0.027656,3.6265,3.661,9,5
moore,14,0.08,500,12,0.242532,0.952177,0.702723,0.338626,0.327112,0.66697,0.044062,0.088734,3.6833,3.6413,9,6
moore,14,0.08,1000,12,0.11727,0.889084,0.681628,0.345153,0.269607,0.623594,0.044696,0.059321,3.7388,3.6406,11,6
moore,15,0.08,500,12,0.172112,0.784632,0.649024,0.322701,0.291941,0.620897,0.044732,-0.034337,3.6437,3.6345,10,3
moore,15,0.08,1000,12,0.171305,0.853964,0.749866,0.370011,0.304143,0.690331,0.044518,0.041972,3.8055,3.6048,9,6
moore,16,0.08,500,12,0.171662,0.923593,0.778722,0.371421,0.302985,0.632571,0.044352,0.110479,3.8156,3.6059,9,9
moore,16,0.08,1000,12,0.162551,0.888825,0.66189,0.340449,0.357019,0.776902,0.043723,-0.011592,3.6779,3.6044,12,2
moore,17,0.08,500,12,0.1929,0.89225,0.677679,0.345546,0.313403,0.776427,0.044127,0.027274,3.7221,3.5863,7,5
moore,17,0.08,1000,12,0.23754,0.906301,0.695401,0.333629,0.354833,0.750885,0.04141,0.017741,3.7146,3.6861,12,6
moore,18,0.08,500,12,0.157843,0.882194,0.737709,0.38068,0.299963,0.587638,0.045941,0.009969,3.8331,3.7271,12,10
moore,18,0.08,1000,12,0.201482,0.91629,0.715004,0.360364,0.307176,0.72662,0.044516,-0.05324,3.7887,3.6327,11,6
moore,19,0.08,500,12,0.15909,0.753309,0.625429,0.311385,0.305484,0.637413,0.051804,-0.001246,3.5931,3.6617,11,3
moore,19,0.08,1000,12,0.193865,0.81682,0.735397,0.322024,0.289451,0.716356,0.042108,-0.001183,3.6619,3.2653,10,9
moore,20,0.08,500,12,0.189122,0.887937,0.756336,0.378409,0.292456,0.644285,0.044814,0.052339,3.8279,3.6465,4,6
moore,20,0.08,1000,12,0.182577,0.786255,0.669054,0.313307,0.318846,0.608389,0.043569,-0.008629,3.5988,3.7654,12,4
moore,21,0.08,500,12,0.178821,0.809045,0.70626,0.334378,0.289771,0.780485,0.046218,0.047222,3.7199,3.3602,7,5
moore,21,0.08,1000,12,0.184323,0.881872,0.661548,0.336866,0.314847,0.755848,0.043602,0.012039,3.7151,3.5922,9,4
moore,22,0.08,500,12,0.222736,0.93141,0.658819,0.340978,0.310698,0.741209,0.045903,0.030957,3.7007,3.5963,9,4
moore,22,0.08,1000,12,0.169413,0.884833,0.728905,0.384274,0.299339,0.627126,0.042644,-0.026568,3.8391,3.7888,10,8
moore,23,0.08,500,12,0.257156,0.824454,0.681173,0.325758,0.337028,0.744947,0.050377,0.057348,3.5967,3.6501,7,5
moore,23,0.08,1000,12,0.212564,0.874162,0.765735,0.357489,0.302941,0.717827,0.04675,0.046084,3.734,3.6438,8,6
moore,24,0.08,500,12,0.176955,0.862306,0.720821,0.369554,0.299947,0.798463,0.046233,-0.058927,3.7883,3.5147,11,9
moore,24,0.08,1000,12,0.201146,0.863975,0.687609,0.334324,0.320892,0.697046,0.045177,-0.012963,3.7029,3.6299,13,6
moore,25,0.08,500,12,0.178465,0.920441,0.764631,0.367058,0.325137,0.732656,0.043065,-0.021558,3.8297,3.6476,11,7
moore,25,0.08,1000,12,0.190591,0.848201,0.728445,0.34683,0.337293,0.675784,0.044955,0.08677,3.7431,3.7587,9,7
moore,26,0.08,500,12,0.207941,0.830585,0.659547,0.334301,0.311727,0.830292,0.041986,0.027492,3.7026,3.3471,10,6
moore,26,0.08,1000,12,0.214519,0.818338,0.681561,0.31976,0.305114,0.65872,0.048638,0.000506,3.5885,3.5998,9,6
moore,27,0.08,500,12,0.206061,0.918144,0.699127,0.333979,0.303984,0.760301,0.047472,0.070127,3.6682,3.4319,10,7
moore,27,0.08,1000,12,0.235342,0.848236,0.68338,0.304872,0.312348,0.641668,0.044914,-0.010682,3.5781,3.5991,8,6
moore,28,0.08,500,12,0.23005,0.837544,0.774307,0.367004,0.318557,0.679301,0.042748,-0.031288,3.7697,3.6753,10,7
moore,28,0.08,1000,12,0.250435,0.948374,0.710822,0.325635,0.321612,0.636792,0.044911,0.042554,3.6317,3.6912,8,7
moore,29,0.08,500,12,0.166619,0.845998,0.69084,0.360457,0.310666,0.707605,0.044525,0.016263,3.7431,3.5351,10,5
moore,29,0.08,1000,12,0.227333,0.781752,0.688309,0.321665,0.327482,0.8675,0.042669,-0.046366,3.6141,3.298,10,7
moore,30,0.08,500,12,0.234311,0.873562,0.80524,0.355352,0.304225,0.74378,0.047487,0.116446,3.7277,3.4467,7,4
moore,30,0.08,1000,12,0.173628,0.770717,0.684252,0.330403,0.313262,0.679851,0.04304,-0.020843,3.6592,3.7308,11,5
moore,31,0.08,500,12,0.204372,0.789131,0.685545,0.347385,0.30858,0.705014,0.040365,-0.029152,3.6655,3.5191,8,5
moore,31,0.08,1000,12,0.186782,0.890242,0.710339,0.36144,0.303224,0.735422,0.044417,0.005396,3.7873,3.4288,7,8
moore,32,0.08,500,12,0.16457,0.80319,0.646545,0.309774,0.316945,0.796184,0.046127,0.03022,3.6389,3.3984,11,6
moore,32,0.08,1000,12,0.180461,0.909458,0.70802,0.35547,0.324492,0.712166,0.041587,-0.02301,3.7967,3.6509,12,8
moore,33,0.08,500,12,0.198858,0.87071,0.708991,0.315674,0.32416,0.789044,0.042248,-0.036854,3.5882,3.587,11,6
moore,33,0.08,1000,12,0.170592,0.877758,0.679012,0.333486,0.297769,0.644251,0.043813,0.028261,3.7066,3.7147,11,7
moore,34,0.08,500,12,0.168662,0.872114,0.703313,0.361811,0.303901,0.755914,0.04471,0.090052,3.805,3.502,10,8
moore,34,0.08,1000,12,0.186804,0.937025,0.690263,0.322062,0.315094,0.668641,0.042638,0.043521,3.6372,3.6405,12,6
moore,35,0.08,500,12,0.210206,0.888294,0.737616,0.347996,0.317723,0.7596,0.048561,0.041704,3.7059,3.5764,8,8
moore,35,0.08,1000,12,0.165511,0.898055,0.699281,0.345083,0.297342,0.777,0.048193,0.027796,3.7248,3.3978,11,7
moore,36,0.08,500,12,0.158677,0.975507,0.692605,0.334876,0.288281,0.713417,0.046843,-0.00306,3.7034,3.5218,8,5
moore,36,0.08,1000,12,0.16887,0.823052,0.713593,0.350737,0.297983,0.701939,0.040433,0.008999,3.8134,3.5839,9,6
moore,37,0.08,500,12,0.240773,0.927172,0.674096,0.309939,0.307402,0.715849,0.04327,-0.046264,3.6079,3.5602,12,6
moore,37,0.08,1000,12,0.209142,0.817526,0.664853,0.322836,0.316433,0.701941,0.04376,0.054052,3.5985,3.7235,12,4
moore,38,0.08,500,12,0.148101,0.844802,0.676964,0.34927,0.312393,0.62336,0.040361,0.007697,3.7366,3.583,10,4
moore,38,0.08,1000,12,0.201156,0.861809,0.659077,0.325888,0.307421,0.706307,0.042034,0.008393,3.619,3.6965,8,2
moore,39,0.08,500,12,0.169005,0.850905,0.741669,0.380134,0.328877,0.699508,0.042908,-0.013092,3.8516,3.7522,7,11
moore,39,0.08,1000,12,0.163673,0.941455,0.6647,0.315413,0.3248,0.663538,0.042265,0.00599,3.6618,3.7399,13,6
moore,40,0.08,500,12,0.161932,0.875196,0.641854,0.334033,0.302114,0.599934,0.042037,-0.025443,3.6801,3.6701,10,3
moore,40,0.08,1000,12,0.169891,0.81769,0.734957,0.389691,0.31303,0.742052,0.04732,-0.042946,3.8513,3.6363,12,8
moore,41,0.08,500,12,0.154825,0.907749,0.679948,0.359442,0.286555,0.696057,0.047212,0.002518,3.7558,3.5214,12,5
moore,41,0.08,1000,12,0.201603,0.877072,0.717976,0.331044,0.29836,0.652476,0.04686,0.003024,3.6674,3.3756,11,8
moore,42,0.08,500,12,0.243607,0.880683,0.715867,0.295687,0.311311,0.704872,0.043963,0.03721,3.5507,3.6035,8,7
moore,42,0.08,1000,12,0.207994,0.900508,0.662811,0.331809,0.315147,0.63744,0.046209,0.001527,3.6742,3.6263,7,4
moore,43,0.08,500,12,0.223528,0.854319,0.7077,0.332707,0.334064,0.66578,0.043782,-0.000765,3.6858,3.6749,13,8
moore,43,0.08,1000,12,0.202112,0.807456,0.671181,0.314717,0.287461,0.653562,0.044441,-0.036872,3.623,3.5488,11,4
moore,44,0.08,500,12,0.161435,0.836302,0.688465,0.3288,0.30555,0.732936,0.044521,0.068283,3.6558,3.4462,12,6
moore,44,0.08,1000,12,0.190961,0.877284,0.691099,0.348959,0.295716,0.764046,0.04575,-0.0009,3.7473,3.4213,9,5
moore,45,0.08,500,12,0.174016,0.89231,0.717863,0.342129,0.315087,0.597113,0.043693,0.089198,3.7338,3.7375,10,9
moore,45,0.08,1000,12,0.269234,0.828025,0.736674,0.31398,0.30495,0.72809,0.044487,0.025769,3.5917,3.5631,8,9
moore,46,0.08,500,12,0.201265,0.877433,0.715428,0.361031,0.315525,0.675769,0.049536,0.013841,3.759,3.5468,10,7
moore,46,0.08,1000,12,0.191911,0.864555,0.722272,0.36877,0.320117,0.826956,0.045124,0.006795,3.7691,3.4218,9,9
moore,47,0.08,500,12,0.181585,0.830055,0.670265,0.332646,0.288943,0.729054,0.044257,-0.025477,3.6716,3.4083,11,4
moore,47,0.08,1000,12,0.215748,0.797408,0.718495,0.331881,0.334953,0.692944,0.047087,0.000812,3.6072,3.6639,10,9
moore,48,0.08,500,12,0.200617,0.925321,0.772285,0.361819,0.33131,0.640386,0.044675,-0.052985,3.8043,3.8135,9,7
moore,48,0.08,1000,12,0.170594,0.82694,0.720201,0.348234,0.333951,0.648231,0.04224,-0.026225,3.7493,3.7402,10,7
moore,49,0.08,500,12,0.180361,0.847782,0.68765,0.341415,0.300132,0.789947,0.046087,-0.034622,3.722,3.3953,12,6
moore,49,0.08,1000,12,0.1688,0.877757,0.701547,0.368017,0.306505,0.671514,0.045707,0.039661,3.7467,3.6869,9,4
moore,50,0.08,500,12,0.255503,0.925237,0.793925,0.355961,0.33166,0.766754,0.043082,0.077048,3.7877,3.4061,9,8
moore,50,0.08,1000,12,0.151652,0.883095,0.637033,0.337604,0.28807,0.905771,0.049055,0.082963,3.7161,3.2901,11,3
hex,1,0.08,500,12,0.209217,0.874347,0.655186,0.325308,0.32458,0.723331,0.049996,-0.05732,3.5965,3.7618,12,3
hex,1,0.08,1000,12,0.200605,0.918879,0.694177,0.337431,0.302278,0.759877,0.047229,0.074118,3.6953,3.416,10,5
hex,2,0.08,500,12,0.253859,0.909142,0.790069,0.319376,0.327928,0.662864,0.050397,0.0145,3.6547,3.7613,14,10
hex,2,0.08,1000,12,0.199614,0.841916,0.746823,0.34019,0.263016,0.582095,0.052287,0.10484,3.6808,3.6743,14,9
hex,3,0.08,500,12,0.178721,0.928601,0.712805,0.359539,0.29067,0.831753,0.055724,0.036259,3.8002,3.2626,12,5
hex,3,0.08,1000,12,0.188224,0.883167,0.704839,0.360548,0.251431,0.587206,0.050657,0.062581,3.7702,3.6099,10,8
hex,4,0.08,500,12,0.178477,0.908075,0.680777,0.339819,0.302553,0.737768,0.051029,-0.068582,3.69,3.5535,16,4
hex,4,0.08,1000,12,0.180914,0.829772,0.709558,0.37697,0.295477,0.663668,0.049869,0.052246,3.787,3.6461,15,10
hex,5,0.08,500,12,0.244145,0.900503,0.736303,0.318867,0.296054,0.811352,0.05188,0.100472,3.6229,3.4115,14,8
hex,5,0.08,1000,12,0.19815,0.930795,0.68508,0.322704,0.322389,0.733864,0.050065,-0.008435,3.6379,3.7622,15,5
hex,6,0.08,500,12,0.196583,0.870034,0.711348,0.33673,0.322607,0.728208,0.04749,-0.027248,3.7299,3.6726,11,9
hex,6,0.08,1000,12,0.177678,0.842193,0.641296,0.322491,0.301654,0.682294,0.048965,0.027979,3.6666,3.5398,13,4
hex,7,0.08,500,12,0.185362,0.909704,0.693365,0.337643,0.300539,0.929827,0.048333,0.113253,3.7206,3.3072,12,7
hex,7,0.08,1000,12,0.238306,0.900212,0.684358,0.309462,0.304383,0.646109,0.051043,-0.045007,3.5928,3.6116,14,6
hex,8,0.08,500,12,0.209895,0.891256,0.7031,0.358061,0.297882,0.657745,0.04941,0.003596,3.7504,3.7419,16,8
hex,8,0.08,1000,12,0.229866,0.782773,0.674588,0.315884,0.31346,0.642168,0.050079,-0.034171,3.5607,3.6331,18,7
hex,9,0.08,500,12,0.183233,0.865168,0.708904,0.351711,0.290861,0.609559,0.051152,0.108,3.7589,3.7748,9,5
hex,9,0.08,1000,12,0.238791,0.8668,0.742125,0.323295,0.3009,0.745875,0.051705,0.028603,3.6598,3.5765,13,9
hex,10,0.08,500,12,0.238757,0.919647,0.753344,0.326353,0.324766,0.735717,0.051122,-0.01092,3.6542,3.4788,13,7
