topology,seed,noise,tick,size,mean_self,max_self,p95_self,std_self,mean_phi,max_phi,mean_err,morans_i,entropy,phi_entropy,clusters_05,clusters_07
moore,13,0.04,1000,24,0.192855,0.869929,0.70344,0.326679,0.357911,0.743682,0.030014,-0.029184,3.7137,3.6476,44,29
moore,14,0.04,500,24,0.165043,0.901974,0.714703,0.362839,0.354147,0.784167,0.028951,-0.01625,3.8416,3.612,44,30
moore,14,0.04,1000,24,0.197356,0.909046,0.695056,0.337333,0.368169,0.830501,0.029193,-0.008433,3.7491,3.5821,37,22
moore,15,0.04,500,24,0.204419,0.876468,0.694589,0.335913,0.351761,0.896924,0.030501,0.001337,3.7428,3.3759,37,24
moore,15,0.04,1000,24,0.18851,0.931716,0.676513,0.3328,0.361653,0.826544,0.029552,0.005033,3.7413,3.5384,46,19
moore,16,0.04,500,24,0.203674,0.900509,0.702722,0.319802,0.36842,0.807996,0.03016,0.028848,3.6818,3.5444,42,24
moore,16,0.04,1000,24,0.191025,0.847702,0.669459,0.318326,0.364676,0.773355,0.030237,0.005911,3.6923,3.6228,38,22
moore,17,0.04,500,24,0.190737,0.883936,0.723868,0.353958,0.365533,0.788454,0.030447,-0.003976,3.8,3.6126,37,28
moore,17,0.04,1000,24,0.173421,0.91977,0.726613,0.349851,0.365213,0.834617,0.029214,0.021845,3.772,3.5571,41,28
moore,18,0.04,500,24,0.191612,0.903956,0.72736,0.348205,0.359354,0.770013,0.030558,0.025176,3.791,3.5724,42,22
moore,18,0.04,1000,24,0.171601,0.887381,0.695956,0.335015,0.365169,0.737745,0.030417,0.02291,3.7527,3.6902,45,17
moore,19,0.04,500,24,0.177447,0.871463,0.697695,0.343724,0.352411,0.820755,0.030854,0.008631,3.7731,3.5356,40,20
moore,19,0.04,1000,24,0.210821,0.901202,0.75627,0.337636,0.367973,0.824346,0.031191,-0.011567,3.7745,3.5716,42,33
moore,20,0.04,500,24,0.165551,0.888832,0.69192,0.339623,0.358103,0.789833,0.030321,0.013816,3.7704,3.5543,42,22
moore,20,0.04,1000,24,0.184623,0.878763,0.669586,0.325948,0.361694,0.769379,0.029845,-0.012696,3.6908,3.6956,38,14
moore,21,0.04,500,24,0.205302,0.911691,0.729285,0.337223,0.366338,0.799785,0.030335,-0.026439,3.7601,3.653,41,31
moore,21,0.04,1000,24,0.175161,0.913015,0.674683,0.332808,0.354827,0.719575,0.030886,-0.001345,3.7326,3.7236,48,15
moore,22,0.04,500,24,0.188357,0.856523,0.697926,0.344909,0.3742,0.875302,0.030136,-0.026169,3.7776,3.4323,45,21
moore,22,0.04,1000,24,0.203663,0.947206,0.701393,0.333564,0.371051,0.745626,0.03086,0.005331,3.7391,3.7223,43,23
moore,23,0.04,500,24,0.153786,0.917556,0.704035,0.356709,0.356239,0.869592,0.029094,-0.011964,3.8317,3.5083,44,23
moore,23,0.04,1000,24,0.18716,0.87308,0.689195,0.332326,0.36383,0.873,0.029621,-0.02104,3.7367,3.4996,46,21
moore,24,0.04,500,24,0.194372,0.871723,0.670966,0.333458,0.35904,0.733448,0.0298,0.009049,3.7062,3.67,39,19
moore,24,0.04,1000,24,0.219883,0.849932,0.726975,0.325608,0.373499,0.868764,0.030862,-0.016009,3.7056,3.4068,33,33
moore,25,0.04,500,24,0.198832,0.892562,0.721937,0.343584,0.371685,0.844706,0.029952,0.045045,3.7467,3.5329,31,29
moore,25,0.04,1000,24,0.182701,0.866743,0.722695,0.345962,0.357385,0.792835,0.03044,-0.018589,3.785,3.5929,48,31
moore,26,0.04,500,24,0.156113,0.908754,0.687007,0.332071,0.35147,0.785316,0.030135,0.00505,3.7261,3.572,45,23
moore,26,0.04,1000,24,0.173258,0.875734,0.685449,0.337965,0.343639,0.763946,0.029483,0.019191,3.7606,3.5999,29,23
moore,27,0.04,500,24,0.186403,0.87561,0.707192,0.343645,0.367971,0.81153,0.030204,0.015986,3.7786,3.6221,44,23
moore,27,0.04,1000,24,0.191324,0.890394,0.695819,0.352288,0.356323,0.862221,0.030289,-0.014958,3.7835,3.5464,42,23
moore,28,0.04,500,24,0.167175,0.907471,0.715204,0.355187,0.357027,0.763515,0.029876,0.004438,3.8103,3.5743,41,24
moore,28,0.04,1000,24,0.183981,0.887915,0.694665,0.333102,0.365904,0.792859,0.02961,0.039239,3.739,3.6246,37,21
moore,29,0.04,500,24,0.181489,0.890296,0.702881,0.352183,0.370997,0.854575,0.030061,-0.024894,3.8058,3.5368,42,29
moore,29,0.04,1000,24,0.167649,0.963521,0.68068,0.343346,0.34981,0.848586,0.030225,-0.019766,3.7564,3.4893,44,14
moore,30,0.04,500,24,0.184239,0.907698,0.705299,0.339779,0.362815,0.758882,0.031353,0.028463,3.7742,3.6962,39,21
moore,30,0.04,1000,24,0.219199,0.899855,0.718922,0.338028,0.368205,0.878633,0.029969,0.019517,3.7346,3.5443,37,23
moore,31,0.04,500,24,0.188706,0.871983,0.687685,0.324291,0.36633,0.826579,0.030414,-0.007428,3.7048,3.5049,38,22
moore,31,0.04,1000,24,0.179097,0.925062,0.685301,0.344263,0.363922,0.829529,0.029896,-0.024247,3.7809,3.5494,41,21
moore,32,0.04,500,24,0.199662,0.952285,0.713221,0.342956,0.36527,0.801849,0.029539,0.021981,3.7662,3.5614,35,29
moore,32,0.04,1000,24,0.196595,0.914974,0.708428,0.337303,0.362282,0.801292,0.029961,-0.019337,3.7417,3.5687,40,27
moore,33,0.04,500,24,0.186784,0.917167,0.696296,0.35785,0.367511,0.847112,0.030257,0.03012,3.8215,3.5663,43,21
moore,33,0.04,1000,24,0.198615,0.91013,0.682366,0.331687,0.364348,0.865456,0.030577,0.033257,3.7111,3.516,39,16
moore,34,0.04,500,24,0.191747,0.853638,0.726335,0.350135,0.365382,0.748749,0.029912,-0.033064,3.7946,3.6494,44,31
moore,34,0.04,1000,24,0.197169,0.926283,0.74233,0.341579,0.361929,0.783349,0.030282,0.025967,3.7687,3.6408,40,28
moore,35,0.04,500,24,0.196342,0.922376,0.708582,0.326853,0.368647,0.84867,0.03039,-0.010912,3.7206,3.5345,46,23
moore,35,0.04,1000,24,0.192493,0.903377,0.694943,0.345826,0.358942,0.764734,0.029443,0.034475,3.7766,3.6324,41,21
moore,36,0.04,500,24,0.181246,0.885857,0.678603,0.333191,0.364565,0.797398,0.029636,-0.016853,3.7353,3.6104,47,22
moore,36,0.04,1000,24,0.178532,0.891406,0.70384,0.351545,0.367316,0.818536,0.030452,-0.013164,3.7927,3.6228,42,27
moore,37,0.04,500,24,0.200556,0.929817,0.712925,0.333353,0.358273,0.856531,0.029953,-0.004844,3.7376,3.5534,36,28
moore,37,0.04,1000,24,0.169923,0.904784,0.700623,0.339061,0.363849,0.81168,0.029375,-0.007479,3.7727,3.6803,49,26
moore,38,0.04,500,24,0.173964,0.859108,0.687175,0.332324,0.355742,0.747439,0.030362,-0.010557,3.734,3.6642,36,19
moore,38,0.04,1000,24,0.174435,0.8853,0.686061,0.338447,0.362632,0.794907,0.030065,0.007268,3.7586,3.6,46,22
moore,39,0.04,500,24,0.181747,0.882213,0.686397,0.333654,0.372385,0.832963,0.029357,-0.002056,3.7447,3.5623,39,25
moore,39,0.04,1000,24,0.19369,0.929612,0.693052,0.337586,0.35374,0.817903,0.032474,-0.006433,3.7556,3.4902,39,24
moore,40,0.04,500,24,0.193571,0.929486,0.707774,0.337725,0.357829,0.881,0.030355,0.020613,3.7527,3.4815,42,26
