topology,seed,noise,tick,size,gol,mean_self,max_self,p95_self,std_self,mean_phi,max_phi,mean_R,mean_T,mean_E,mean_err,morans_i,entropy,phi_entropy,clusters_05,clusters_07
small_world,1,0.04,500,12,False,0.224836,0.777451,0.694027,0.329458,0.315024,0.716832,0.198208,0.659767,0.877974,0.043642,0.025304,3.6219,3.5658,19,7
small_world,1,0.04,1000,12,False,0.189639,0.864081,0.735795,0.362186,0.328727,0.754839,0.124586,0.654344,0.852753,0.040436,0.046543,3.8181,3.7553,19,9
small_world,2,0.04,500,12,False,0.233138,0.853475,0.725069,0.323882,0.335873,0.780902,0.179783,0.660854,0.867468,0.0407,0.007765,3.6599,3.7219,19,9
small_world,2,0.04,1000,12,False,0.168942,0.840237,0.690694,0.36538,0.301919,0.891329,0.136464,0.65347,0.864327,0.041994,-0.017683,3.7785,3.3751,12,7
small_world,3,0.04,500,12,False,0.208748,0.908116,0.75392,0.360625,0.326637,0.670269,0.18071,0.658799,0.862707,0.045356,-0.025934,3.8156,3.8172,23,12
small_world,3,0.04,1000,12,False,0.184427,0.80671,0.686644,0.342622,0.318014,0.757142,0.148836,0.663013,0.875285,0.04217,-0.138037,3.7295,3.552,22,7
small_world,4,0.04,500,12,False,0.226907,0.93435,0.714848,0.332701,0.312339,0.668858,0.171803,0.666503,0.864913,0.040213,0.025186,3.6816,3.8,19,7
small_world,4,0.04,1000,12,False,0.148096,0.792,0.660159,0.333072,0.314427,0.749597,0.100705,0.656885,0.883053,0.04206,0.002927,3.6503,3.5654,16,4
small_world,5,0.04,500,12,False,0.231413,0.883741,0.664615,0.306238,0.32125,0.757603,0.147118,0.664461,0.870064,0.041188,-0.013424,3.5858,3.4607,18,7
small_world,5,0.04,1000,12,False,0.168603,0.86379,0.665876,0.342059,0.30732,0.772088,0.117347,0.655894,0.868755,0.043061,0.099145,3.6749,3.6559,15,5
small_world,6,0.04,500,12,False,0.191101,0.8663,0.684913,0.336802,0.331724,0.774871,0.148336,0.65891,0.866571,0.040874,-0.008174,3.7416,3.6386,23,6
small_world,6,0.04,1000,12,False,0.197085,0.853713,0.72644,0.35032,0.323809,0.727633,0.131494,0.657558,0.864943,0.042202,0.008537,3.7301,3.6945,24,7
small_world,7,0.04,500,12,False,0.202256,0.883019,0.739411,0.345761,0.340033,0.75047,0.154053,0.657107,0.860181,0.039044,0.045349,3.719,3.8423,16,7
small_world,7,0.04,1000,12,False,0.156957,0.880168,0.724233,0.333804,0.307144,0.789678,0.121155,0.660462,0.87806,0.040502,0.026573,3.6933,3.626,19,8
small_world,8,0.04,500,12,False,0.176345,0.977327,0.683493,0.35999,0.314947,0.792542,0.109654,0.660055,0.866831,0.041772,0.043847,3.7475,3.5202,16,6
small_world,8,0.04,1000,12,False,0.184301,0.878696,0.74096,0.386803,0.330956,0.726372,0.116165,0.657828,0.864482,0.04005,0.014955,3.8871,3.6605,19,12
small_world,9,0.04,500,12,False,0.162826,0.826968,0.68541,0.364956,0.283172,0.672671,0.1517,0.656767,0.866084,0.041021,-0.06789,3.7725,3.6453,20,5
small_world,9,0.04,1000,12,False,0.183997,0.88328,0.688567,0.319424,0.318573,0.774905,0.136949,0.660484,0.867414,0.040513,-0.002077,3.6393,3.5478,17,7
small_world,10,0.04,500,12,False,0.173214,0.801874,0.669005,0.3365,0.330333,0.806825,0.155801,0.656905,0.862449,0.041481,-0.013528,3.6835,3.6546,20,6
small_world,10,0.04,1000,12,False,0.17173,0.812582,0.706993,0.341577,0.309888,0.659713,0.11282,0.659009,0.857594,0.042725,-0.034676,3.6941,3.7539,19,8
von_neumann,1,0.08,500,12,False,0.223357,0.917246,0.715177,0.339888,0.284642,0.697022,0.223956,0.660602,0.750467,0.066976,-0.070701,3.7014,3.6742,20,8
von_neumann,1,0.08,1000,12,False,0.152616,0.750243,0.618765,0.334726,0.268659,0.67782,0.042913,0.654781,0.718819,0.065929,0.046917,3.6162,3.5369,16,3
von_neumann,2,0.08,500,12,False,0.252583,0.925113,0.724392,0.316598,0.294821,0.74139,0.18681,0.66028,0.703976,0.067647,0.036132,3.5834,3.676,17,7
von_neumann,2,0.08,1000,12,False,0.193199,0.917039,0.731655,0.352661,0.221931,0.618617,0.134486,0.657941,0.732955,0.072437,0.047285,3.7366,3.4838,20,6
von_neumann,3,0.08,500,12,False,0.162332,0.888982,0.691609,0.355387,0.257603,0.65506,0.117944,0.658991,0.734872,0.073194,0.105517,3.7684,3.5247,14,7
von_neumann,3,0.08,1000,12,False,0.174705,0.896176,0.693027,0.36904,0.229517,0.639405,0.114566,0.655125,0.772873,0.070728,0.069305,3.7606,3.5443,15,5
von_neumann,4,0.08,500,12,False,0.179752,0.811784,0.699004,0.345914,0.257926,0.590999,0.124679,0.658438,0.723202,0.068229,-0.034196,3.6762,3.7061,15,8
von_neumann,4,0.08,1000,12,False,0.189639,0.893713,0.694242,0.358914,0.254642,0.759593,0.176519,0.661316,0.720084,0.071335,0.064342,3.7059,3.4438,16,6
von_neumann,5,0.08,500,12,False,0.232157,0.898021,0.715061,0.333911,0.263033,0.650929,0.117888,0.661323,0.734535,0.070975,0.007462,3.6867,3.7409,18,11
von_neumann,5,0.08,1000,12,False,0.193208,0.866936,0.722617,0.32791,0.278753,0.736454,0.142788,0.657537,0.721211,0.068797,-0.013017,3.7006,3.6326,22,8
von_neumann,6,0.08,500,12,False,0.15311,0.893412,0.697696,0.336469,0.278926,0.603768,0.091561,0.658825,0.738022,0.067903,-0.114121,3.6678,3.8453,17,8
von_neumann,6,0.08,1000,12,False,0.185297,0.803274,0.668085,0.318709,0.257744,0.556511,0.144368,0.663286,0.736147,0.069617,0.056217,3.6512,3.787,20,5
von_neumann,7,0.08,500,12,False,0.173553,0.800219,0.660501,0.325216,0.262883,0.65161,0.120684,0.6565,0.740792,0.065636,0.122466,3.6302,3.5785,13,4
von_neumann,7,0.08,1000,12,False,0.216978,0.903858,0.751749,0.316744,0.269852,0.640718,0.15014,0.663301,0.716363,0.069284,-0.196156,3.646,3.6824,25,9
von_neumann,8,0.08,500,12,False,0.221426,0.955972,0.728346,0.36287,0.270375,0.753985,0.151659,0.656528,0.746324,0.068063,-0.044689,3.7937,3.5949,23,9
von_neumann,8,0.08,1000,12,False,0.196557,0.895137,0.673577,0.329241,0.284629,0.727986,0.129002,0.658309,0.727233,0.065822,-0.060806,3.6347,3.5256,16,5
von_neumann,9,0.08,500,12,False,0.17507,0.871653,0.723068,0.353448,0.251073,0.645135,0.107524,0.662742,0.753092,0.068948,-0.032228,3.7602,3.5786,17,9
von_neumann,9,0.08,1000,12,False,0.193004,0.784053,0.689675,0.317553,0.259826,0.599427,0.088755,0.659085,0.72463,0.068692,-0.001728,3.6096,3.7627,14,5
von_neumann,10,0.08,500,12,False,0.20811,0.891619,0.734003,0.337013,0.283486,0.665701,0.158833,0.652959,0.722416,0.06618,0.080017,3.6959,3.7054,15,9
von_neumann,10,0.08,1000,12,False,0.204451,0.853101,0.686101,0.342103,0.26349,0.600058,0.131765,0.657767,0.735621,0.067903,-0.090889,3.7013,3.6385,16,6
moore,1,0.08,500,12,False,0.218881,0.884805,0.638431,0.331604,0.337036,0.796449,0.159447,0.671099,0.807,0.043042,-0.005936,3.5589,3.5729,10,1
moore,1,0.08,1000,12,False,0.187188,0.811959,0.663636,0.33806,0.320364,0.64886,0.104021,0.657691,0.799392,0.04102,0.030196,3.6851,3.6477,12,4
moore,2,0.08,500,12,False,0.226595,0.83944,0.701414,0.326307,0.344034,0.679191,0.125303,0.662066,0.777787,0.043648,0.077889,3.6186,3.7096,6,8
moore,2,0.08,1000,12,False,0.22785,0.870711,0.775514,0.334763,0.276668,0.639697,0.131003,0.654145,0.801572,0.045175,0.088107,3.6869,3.5437,5,7
moore,3,0.08,500,12,False,0.181833,0.893592,0.673155,0.346654,0.302186,0.818181,0.128856,0.658363,0.807911,0.047756,0.081681,3.7017,3.2298,9,5
moore,3,0.08,1000,12,False,0.18238,0.913342,0.705544,0.341836,0.260171,0.612665,0.105558,0.661532,0.829818,0.0447,0.064354,3.7318,3.5121,8,5
moore,4,0.08,500,12,False,0.178436,0.789039,0.708539,0.335962,0.320111,0.661244,0.131523,0.660943,0.799615,0.045844,-0.104114,3.6697,3.7098,16,10
moore,4,0.08,1000,12,False,0.141251,0.870201,0.710207,0.369781,0.308669,0.693733,0.07635,0.662722,0.804616,0.043066,0.067545,3.8268,3.4896,10,7
moore,5,0.08,500,12,False,0.258199,0.842765,0.769499,0.312122,0.310818,0.699259,0.133254,0.663052,0.79257,0.04612,0.055634,3.5994,3.6147,5,8
moore,5,0.08,1000,12,False,0.208977,0.902783,0.72353,0.329431,0.331788,0.742725,0.140983,0.659278,0.79978,0.04393,-0.022113,3.655,3.7382,9,6
moore,6,0.08,500,12,False,0.219041,0.851067,0.716029,0.340587,0.34381,0.912544,0.162287,0.659313,0.807592,0.04191,-0.029783,3.6936,3.4138,10,6
moore,6,0.08,1000,12,False,0.171409,0.87512,0.626513,0.304214,0.315845,0.607344,0.106625,0.667065,0.818095,0.042721,-0.04862,3.5658,3.5214,10,3
moore,7,0.08,500,12,False,0.197112,0.900184,0.753806,0.366161,0.317082,0.884788,0.157184,0.655445,0.79966,0.041433,0.0463,3.8437,3.321,8,7
moore,7,0.08,1000,12,False,0.224694,0.850598,0.692034,0.317966,0.326494,0.687584,0.149954,0.663314,0.803808,0.044825,-0.003888,3.6274,3.6568,9,7
moore,8,0.08,500,12,False,0.235914,0.906934,0.703412,0.342423,0.313555,0.698186,0.134245,0.662006,0.818334,0.043331,-0.013023,3.6608,3.6842,12,7
moore,8,0.08,1000,12,False,0.22811,0.832406,0.699736,0.325153,0.330751,0.737822,0.142337,0.656961,0.776621,0.043534,0.043347,3.6482,3.4595,9,8
moore,9,0.08,500,12,False,0.174247,0.913998,0.707119,0.352821,0.301971,0.635882,0.109368,0.658535,0.820181,0.044492,0.04173,3.7954,3.661,8,6
moore,9,0.08,1000,12,False,0.233137,0.95436,0.714562,0.319011,0.314151,0.698866,0.127919,0.655103,0.779123,0.046741,0.059376,3.6245,3.605,5,6
moore,10,0.08,500,12,False,0.226598,0.87995,0.761959,0.339885,0.341754,0.681771,0.168398,0.656862,0.780404,0.045369,-0.04403,3.6976,3.6535,10,8
moore,10,0.08,1000,12,False,0.216865,0.893574,0.724949,0.329818,0.306525,0.645986,0.149694,0.658679,0.782026,0.046751,-0.047292,3.6069,3.6248,16,7
hex,1,0.08,500,12,False,0.209217,0.874347,0.655186,0.325308,0.32458,0.723331,0.165883,0.670088,0.777576,0.049996,-0.05732,3.5965,3.7618,12,3
hex,1,0.08,1000,12,False,0.200605,0.918879,0.694177,0.337431,0.302278,0.759877,0.097492,0.659639,0.764433,0.047229,0.074118,3.6953,3.416,10,5
hex,2,0.08,500,12,False,0.253859,0.909142,0.790069,0.319376,0.327928,0.662864,0.137173,0.662125,0.733422,0.050397,0.0145,3.6547,3.7613,14,10
hex,2,0.08,1000,12,False,0.199614,0.841916,0.746823,0.34019,0.263016,0.582095,0.106195,0.655673,0.774067,0.052287,0.10484,3.6808,3.6743,14,9
hex,3,0.08,500,12,False,0.178721,0.928601,0.712805,0.359539,0.29067,0.831753,0.124983,0.659079,0.767548,0.055724,0.036259,3.8002,3.2626,12,5
hex,3,0.08,1000,12,False,0.188224,0.883167,0.704839,0.360548,0.251431,0.587206,0.111991,0.659612,0.793959,0.050657,0.062581,3.7702,3.6099,10,8
hex,4,0.08,500,12,False,0.178477,0.908075,0.680777,0.339819,0.302553,0.737768,0.113735,0.655634,0.765335,0.051029,-0.068582,3.69,3.5535,16,4
hex,4,0.08,1000,12,False,0.180914,0.829772,0.709558,0.37697,0.295477,0.663668,0.134647,0.661955,0.769656,0.049869,0.052246,3.787,3.6461,15,10
hex,5,0.08,500,12,False,0.244145,0.900503,0.736303,0.318867,0.296054,0.811352,0.112699,0.66122,0.76375,0.05188,0.100472,3.6229,3.4115,14,8
hex,5,0.08,1000,12,False,0.19815,0.930795,0.68508,0.322704,0.322389,0.733864,0.12406,0.660115,0.774897,0.050065,-0.008435,3.6379,3.7622,15,5
hex,6,0.08,500,12,False,0.196583,0.870034,0.711348,0.33673,0.322607,0.728208,0.12865,0.658312,0.780474,0.04749,-0.027248,3.7299,3.6726,11,9
hex,6,0.08,1000,12,False,0.177678,0.842193,0.641296,0.322491,0.301654,0.682294,0.100382,0.661706,0.772128,0.048965,0.027979,3.6666,3.5398,13,4
hex,7,0.08,500,12,False,0.185362,0.909704,0.693365,0.337643,0.300539,0.929827,0.1237,0.655614,0.768251,0.048333,0.113253,3.7206,3.3072,12,7
hex,7,0.08,1000,12,False,0.238306,0.900212,0.684358,0.309462,0.304383,0.646109,0.164178,0.660097,0.769396,0.051043,-0.045007,3.5928,3.6116,14,6
hex,8,0.08,500,12,False,0.209895,0.891256,0.7031,0.358061,0.297882,0.657745,0.122815,0.662053,0.792014,0.04941,0.003596,3.7504,3.7419,16,8
hex,8,0.08,1000,12,False,0.229866,0.782773,0.674588,0.315884,0.31346,0.642168,0.135625,0.657011,0.751509,0.050079,-0.034171,3.5607,3.6331,18,7
hex,9,0.08,500,12,False,0.183233,0.865168,0.708904,0.351711,0.290861,0.609559,0.10712,0.658436,0.79468,0.051152,0.108,3.7589,3.7748,9,5
hex,9,0.08,1000,12,False,0.238791,0.8668,0.742125,0.323295,0.3009,0.745875,0.128783,0.657946,0.750182,0.051705,0.028603,3.6598,3.5765,13,9
